genes	orthology
YDL174C	Single-Core
YGL115W	Single-Core
YER019W	Single-Core
YBL026W	Single-Core
YBR202W	Single-Core
YJR141W	Single-Core
YHR065C	Single-Core
YLR399C	Single-Core
YGR145W	Single-Core
YPL030W	Single-Core
YLR106C	Single-Core
YGL238W	Single-Core
YPL195W	Single-Core
YAR018C	Single-Core
YHR111W	Single-Core
YOR210W	Single-Core
YPR184W	Single-Core
YPL222W	Single-Core
YJR070C	Single-Core
YJL100W	Single-Core
YNR038W	Single-Core
YDL178W	Single-Core
YER112W	Single-Core
YJL126W	Single-Core
YML032C	Single-Core
YGL068W	Single-Core
YGR244C	Single-Core
YMR027W	Single-Core
YJL115W	Single-Core
YDR434W	Single-Core
YOL125W	Single-Core
YLL018C-A	Single-Core
YER159C	Single-Core
YGR119C	Single-Core
YDR529C	Single-Core
YML068W	Single-Core
YPL008W	Single-Core
YOR201C	Single-Core
YGL167C	Single-Core
YML035C	Single-Core
YER078C	Single-Core
YER134C	Single-Core
YDR294C	Single-Core
YDR013W	Single-Core
YOR077W	Single-Core
YHL031C	Single-Core
YKL113C	Single-Core
YKR009C	Single-Core
YPR079W	Single-Core
YGR098C	Single-Core
YLR277C	Single-Core
YGL191W	Single-Core
YER148W	Single-Core
YFL034W	Single-Core
YIR004W	Single-Core
YBR247C	Single-Core
YLR212C	Single-Core
YDR301W	Single-Core
YJR001W	Single-Core
YOR168W	Single-Core
YKR095W-A	Single-Core
YPR105C	Single-Core
YBR254C	Single-Core
YHL030W	Single-Core
YOL114C	Single-Core
YLR243W	Single-Core
YGR183C	Single-Core
YGL065C	Single-Core
YHR168W	Single-Core
YLR201C	Single-Core
YDR172W	Single-Core
YKL151C	Single-Core
YGL137W	Single-Core
YER136W	Single-Core
YLR097C	Single-Core
YEL044W	Single-Core
YMR075W	Single-Core
YBL088C	Single-Core
YOR194C	Single-Core
YPR040W	Single-Core
YNR007C	Single-Core
YPR108W	Single-Core
YPL098C	Single-Core
YDR320C	Single-Core
YCR024C	Single-Core
YDL156W	Single-Core
YLR241W	Single-Core
YGR218W	Single-Core
YOL145C	Single-Core
YNR015W	Single-Core
YGL244W	Single-Core
YOR356W	Single-Core
YDR407C	Single-Core
YPL209C	Single-Core
YGR009C	Single-Core
YNL261W	Single-Core
YPL242C	Single-Core
YPL096W	Single-Core
YAL042W	Single-Core
YMR211W	Single-Core
YJL063C	Single-Core
YHR040W	Single-Core
YMR244C-A	Single-Core
YJL072C	Single-Core
YIR006C	Single-Core
YDL185W	Single-Core
YDR435C	Single-Core
YOL144W	Single-Core
YKR060W	Single-Core
YBL105C	Single-Core
YBR243C	Single-Core
YOR136W	Single-Core
YGR003W	Single-Core
YGL201C	Single-Core
YOR154W	Single-Core
YDL055C	Single-Core
YKR071C	Single-Core
YBR291C	Single-Core
YBR055C	Single-Core
YMR150C	Single-Core
YNL024C	Single-Core
YNL287W	Single-Core
YGL242C	Single-Core
YJL187C	Single-Core
YOR341W	Single-Core
YJR135W-A	Single-Core
YCR075C	Single-Core
YBR017C	Single-Core
YIL038C	Single-Core
YBR228W	Single-Core
YOR046C	Single-Core
YPR029C	Single-Core
YLR459W	Single-Core
YPR175W	Single-Core
YNL041C	Single-Core
YOL005C	Single-Core
YEL032W	Single-Core
YHR176W	Single-Core
YDL240W	Single-Core
YHR012W	Single-Core
YPL154C	Single-Core
YPR180W	Single-Core
YGR187C	Single-Core
YGL143C	Single-Core
YOR359W	Single-Core
YCR047C	Single-Core
YDR392W	Single-Core
YMR229C	Single-Core
YDR390C	Single-Core
YGR101W	Single-Core
YDR472W	Single-Core
YPL215W	Single-Core
YGL195W	Single-Core
YOR014W	Single-Core
YGR152C	Single-Core
YAL043C	Single-Core
YDR236C	Single-Core
YGL159W	Single-Core
YDR204W	Single-Core
YMR276W	Single-Core
YBR035C	Single-Core
YMR212C	Single-Core
YER014W	Single-Core
YGR278W	Single-Core
YMR010W	Single-Core
YHR028C	Single-Core
YDR339C	Single-Core
YMR193W	Single-Core
YER146W	Single-Core
YER172C	Single-Core
YML110C	Single-Core
YGR007W	Single-Core
YOR048C	Single-Core
YGL043W	Single-Core
YJR014W	Single-Core
YOR258W	Single-Core
YGR112W	Single-Core
YJL069C	Single-Core
YLR170C	Single-Core
YPL127C	Single-Core
YDR334W	Single-Core
YLR251W	Single-Core
YER164W	Single-Core
YOR175C	Single-Core
YLR259C	Single-Core
YAL058W	Single-Core
YDR517W	Single-Core
YLR087C	Single-Core
YOL135C	Single-Core
YLR088W	Single-Core
YBR133C	Single-Core
YJR050W	Single-Core
YGR155W	Single-Core
YDR152W	Single-Core
YMR036C	Single-Core
YML038C	Single-Core
YPR131C	Single-Core
YPL086C	Single-Core
YHR132C	Single-Core
YDR062W	Single-Core
YKR025W	Single-Core
YPL006W	Single-Core
YPR182W	Single-Core
YBR227C	Single-Core
YNL064C	Single-Core
YNL023C	Single-Core
YFL008W	Single-Core
YMR269W	Single-Core
YDL030W	Single-Core
YGR031W	Single-Core
YER100W	Single-Core
YJL101C	Single-Core
YNL232W	Single-Core
YKL035W	Single-Core
YOL075C	Single-Core
YPR066W	Single-Core
YJL179W	Single-Core
YGR178C	Single-Core
YKL085W	Single-Core
YJR126C	Single-Core
YPR133C	Single-Core
YJR072C	Single-Core
YDR128W	Single-Core
YIL034C	Single-Core
YML067C	Single-Core
YPL167C	Single-Core
YGR284C	Single-Core
YCR092C	Single-Core
YJR040W	Single-Core
YGR024C	Single-Core
YER050C	Single-Core
YDL168W	Single-Core
YGR058W	Single-Core
YPR170W-B	Single-Core
YDR049W	Single-Core
YNL262W	Single-Core
YGL111W	Single-Core
YIL007C	Single-Core
YNL330C	Single-Core
YJL155C	Single-Core
YEL038W	Single-Core
YJR116W	Single-Core
YJR110W	Single-Core
YLR298C	Single-Core
YBR142W	Single-Core
YGR083C	Single-Core
YGR195W	Single-Core
YER061C	Single-Core
YFL022C	Single-Core
YMR049C	Single-Core
YFL038C	Single-Core
YOR232W	Single-Core
YLR383W	Single-Core
YLR275W	Single-Core
YJL068C	Single-Core
YBR111W-A	Single-Core
YNL290W	Single-Core
YDL108W	Single-Core
YGR006W	Single-Core
YOL077C	Single-Core
YJR129C	Single-Core
YOR196C	Single-Core
YHR165C	Single-Core
YEL013W	Single-Core
YKL040C	Single-Core
YKL149C	Single-Core
YNL326C	Single-Core
YKL210W	Single-Core
YHR079C	Single-Core
YDL112W	Single-Core
YMR130W	Single-Core
YLR059C	Single-Core
YHR171W	Single-Core
YKL195W	Single-Core
YDL120W	Single-Core
YDR364C	Single-Core
YHR004C	Single-Core
YDR283C	Single-Core
YIL026C	Single-Core
YPR094W	Single-Core
YOR207C	Single-Core
YLR318W	Single-Core
YDL160C	Single-Core
YGR280C	Single-Core
YNR035C	Single-Core
YIL083C	Single-Core
YCR059C	Single-Core
YMR013C	Single-Core
YNL329C	Single-Core
YDR242W	Single-Core
YIL047C	Single-Core
YGR285C	Single-Core
YLR240W	Single-Core
YGR252W	Single-Core
YFL017W-A	Single-Core
YJR119C	Single-Core
YNL265C	Single-Core
YAL025C	Single-Core
YMR026C	Single-Core
YPR065W	Single-Core
YNL317W	Single-Core
YJR013W	Single-Core
YPL259C	Single-Core
YBR154C	Single-Core
YKL193C	Single-Core
YGL122C	Single-Core
YBL019W	Single-Core
YEL037C	Single-Core
YNL107W	Single-Core
YNL275W	Single-Core
YFL017C	Single-Core
YDR190C	Single-Core
YLR398C	Single-Core
YDR196C	Single-Core
YLL026W	Single-Core
YLR422W	Single-Core
YBR065C	Single-Core
YMR074C	Single-Core
YGR255C	Single-Core
YBR085W	Single-Core
YJR132W	Single-Core
YKR030W	Single-Core
YDL207W	Single-Core
YDR469W	Single-Core
YCR009C	Single-Core
YNL243W	Single-Core
YOR224C	Single-Core
YDR308C	Single-Core
YKL045W	Single-Core
YPR168W	Single-Core
YNL040W	Single-Core
YNL003C	Single-Core
YEL021W	Single-Core
YDR189W	Single-Core
YBR112C	Single-Core
YLR215C	Single-Core
YJR088C	Single-Core
YPL045W	Single-Core
YGR171C	Single-Core
YMR093W	Single-Core
YGL241W	Single-Core
YEL056W	Single-Core
YBL004W	Single-Core
YOR326W	Single-Core
YPR143W	Single-Core
YMR034C	Single-Core
YHR074W	Single-Core
YPL183W-A	Single-Core
YDR335W	Single-Core
YJL059W	Single-Core
YDR120C	Single-Core
YBR217W	Single-Core
YNL037C	Single-Core
YDR117C	Single-Core
YPR100W	Single-Core
YLR291C	Single-Core
YHR166C	Single-Core
YOR184W	Single-Core
YNL186W	Single-Core
YGR194C	Single-Core
YNL062C	Single-Core
YLR268W	Single-Core
YLR130C	Single-Core
YMR290C	Single-Core
YMR210W	Single-Core
YJL003W	Single-Core
YBL055C	Single-Core
YER141W	Single-Core
YDR398W	Single-Core
YGR095C	Single-Core
YPL244C	Single-Core
YDR432W	Single-Core
YLR178C	Single-Core
YKL086W	Single-Core
YBR086C	Single-Core
YOL033W	Single-Core
YLR166C	Single-Core
YPR178W	Single-Core
YPR162C	Single-Core
YAL048C	Single-Core
YOR307C	Single-Core
YJL035C	Single-Core
YGL083W	Single-Core
YDL007W	Single-Core
YNL088W	Single-Core
YKR087C	Single-Core
YHL016C	Single-Core
YNL168C	Single-Core
YKL134C	Single-Core
YOR119C	Single-Core
YOR124C	Single-Core
YCR072C	Single-Core
YER183C	Single-Core
YNR052C	Single-Core
YOR357C	Single-Core
YNL238W	Single-Core
YNL045W	Single-Core
YDR302W	Single-Core
YDR167W	Single-Core
YMR131C	Single-Core
YKL191W	Single-Core
YBL091C	Single-Core
YOR090C	Single-Core
YLR380W	Single-Core
YLR196W	Single-Core
YAL049C	Single-Core
YNR003C	Single-Core
YNL127W	Single-Core
YNL284C	Single-Core
YLR103C	Single-Core
YDR365C	Single-Core
YMR109W	Single-Core
YIL048W	Single-Core
YML030W	Single-Core
YOR163W	Single-Core
YIL008W	Single-Core
YNL247W	Single-Core
YBR025C	Single-Core
YHR034C	Single-Core
YOL040C	Single-Core
YDL045W-A	Single-Core
YGR223C	Single-Core
YMR110C	Single-Core
YLR409C	Single-Core
YJR117W	Single-Core
YOR151C	Single-Core
YLL040C	Single-Core
YPR160W	Single-Core
YGR181W	Single-Core
YGR132C	Single-Core
YFL024C	Single-Core
YMR073C	Single-Core
YBL071W-A	Single-Core
YCR003W	Single-Core
YKL207W	Single-Core
YDR075W	Single-Core
YLR386W	Single-Core
YDL148C	Single-Core
YOL090W	Single-Core
YDR511W	Single-Core
YKL007W	Single-Core
YNL016W	Single-Core
YML130C	Single-Core
YPR129W	Single-Core
YGL058W	Single-Core
YLR424W	Single-Core
YIL129C	Single-Core
YNL263C	Single-Core
YDR419W	Single-Core
YMR185W	Single-Core
YIL062C	Single-Core
YLR242C	Single-Core
YOR126C	Single-Core
YPR048W	Single-Core
YDL116W	Single-Core
YHR188C	Single-Core
YFR002W	Single-Core
YKL117W	Single-Core
YBR080C	Single-Core
YAL022C	Single-Core
YFR005C	Single-Core
YJL176C	Single-Core
YDL003W	Single-Core
YIL106W	Single-Core
YKR017C	Single-Core
YDR268W	Single-Core
YPL117C	Single-Core
YDR336W	Single-Core
YPR056W	Single-Core
YGR036C	Single-Core
YHL002W	Single-Core
YOL139C	Single-Core
YLR016C	Single-Core
YOR058C	Single-Core
YJL153C	Single-Core
YBR146W	Single-Core
YCL054W	Single-Core
YLR347C	Single-Core
YGR184C	Single-Core
YAL046C	Single-Core
YLR163C	Single-Core
YDR280W	Single-Core
YDL045C	Single-Core
YBR114W	Single-Core
YHR069C	Single-Core
YOL031C	Single-Core
YDR063W	Single-Core
YOR070C	Single-Core
YDL234C	Single-Core
YDR282C	Single-Core
YJR104C	Single-Core
YBR136W	Single-Core
YNL292W	Single-Core
YGR193C	Single-Core
YMR240C	Single-Core
YGR276C	Single-Core
YJL036W	Single-Core
YMR067C	Single-Core
YMR061W	Single-Core
YJR152W	Single-Core
YDL167C	Single-Core
YLR435W	Single-Core
YGL256W	Single-Core
YNL138W	Single-Core
YGL169W	Single-Core
YLR127C	Single-Core
YGL174W	Single-Core
YML097C	Single-Core
YOL018C	Single-Core
YMR224C	Single-Core
YPL132W	Single-Core
YDR164C	Single-Core
YGL047W	Single-Core
YPL022W	Single-Core
YDR258C	Single-Core
YCR087C-A	Single-Core
YBL020W	Single-Core
YNL129W	Single-Core
YBL102W	Single-Core
YJL141C	Single-Core
YHR037W	Single-Core
YLR305C	Single-Core
YBR023C	Single-Core
YER173W	Single-Core
YOR069W	Single-Core
YAR008W	Single-Core
YLR045C	Single-Core
YIL021W	Single-Core
YLR245C	Single-Core
YER051W	Single-Core
YLR321C	Single-Core
YBR170C	Single-Core
YDR329C	Single-Core
YOL142W	Single-Core
YHR143W-A	Single-Core
YDL210W	Single-Core
YBR097W	Single-Core
YGR047C	Single-Core
YMR024W	Single-Core
YPL097W	Single-Core
YLR316C	Single-Core
YDR465C	Single-Core
YEL053C	Single-Core
YCR027C	Single-Core
YNL223W	Single-Core
YNL072W	Single-Core
YPL252C	Single-Core
YNL118C	Single-Core
YKL019W	Single-Core
YPR165W	Single-Core
YHR121W	Single-Core
YJL033W	Single-Core
YDL008W	Single-Core
YOR111W	Single-Core
YFL036W	Single-Core
YMR167W	Single-Core
YPR181C	Single-Core
YJL062W	Single-Core
YOR005C	Single-Core
YGL100W	Single-Core
YMR278W	Single-Core
YBL022C	Single-Core
YNL021W	Single-Core
YBR198C	Single-Core
YKL212W	Single-Core
YPL172C	Single-Core
YDL150W	Single-Core
YOR291W	Single-Core
YLR397C	Single-Core
YMR032W	Single-Core
YGL211W	Single-Core
YGR100W	Single-Core
YJL132W	Single-Core
YOL123W	Single-Core
YDL090C	Single-Core
YDL219W	Single-Core
YDR246W	Single-Core
YOL094C	Single-Core
YMR132C	Single-Core
YCL045C	Single-Core
YEL004W	Single-Core
YMR028W	Single-Core
YHR058C	Single-Core
YDL142C	Single-Core
YKL025C	Single-Core
YLR205C	Single-Core
YKR035W-A	Single-Core
YKL104C	Single-Core
YGL227W	Single-Core
YLL027W	Single-Core
YNL289W	Single-Core
YJL005W	Single-Core
YMR239C	Single-Core
YNL075W	Single-Core
YPR098C	Single-Core
YJL121C	Single-Core
YGR005C	Single-Core
YER140W	Single-Core
YPR176C	Single-Core
YJL010C	Single-Core
YMR128W	Single-Core
YLR336C	Single-Core
YPL210C	Single-Core
YLR002C	Single-Core
YKL094W	Single-Core
YBR252W	Single-Core
YBL040C	Single-Core
YJL011C	Single-Core
YKL018W	Single-Core
YOR250C	Single-Core
YKR031C	Single-Core
YMR231W	Single-Core
YLR370C	Single-Core
YJL085W	Single-Core
YHR042W	Single-Core
YBR173C	Single-Core
YAL026C	Single-Core
YAL012W	Single-Core
YJL207C	Single-Core
YFL025C	Single-Core
YPR140W	Single-Core
YPL217C	Single-Core
YDL147W	Single-Core
YDR182W	Single-Core
YNL218W	Single-Core
YBR006W	Single-Core
YPL063W	Single-Core
YGL017W	Single-Core
YDR415C	Single-Core
YKL205W	Single-Core
YPR024W	Single-Core
YDR386W	Single-Core
YKL087C	Single-Core
YDR205W	Single-Core
YEL060C	Single-Core
YHR008C	Single-Core
YGL240W	Single-Core
YOL032W	Single-Core
YHR099W	Single-Core
YIL075C	Single-Core
YGR217W	Single-Core
YHL013C	Single-Core
YMR125W	Single-Core
YJR093C	Single-Core
YGR096W	Single-Core
YOR289W	Single-Core
YDR292C	Single-Core
YDR021W	Single-Core
YKL033W-A	Single-Core
YDL031W	Single-Core
YGR127W	Single-Core
YDL104C	Single-Core
YOR319W	Single-Core
YIL023C	Single-Core
YAL038W	Single-Core
YNL185C	Single-Core
YDR376W	Single-Core
YFR006W	Single-Core
YGR260W	Single-Core
YOR262W	Single-Core
YMR272C	Single-Core
YMR308C	Single-Core
YIR005W	Single-Core
YGL130W	Single-Core
YER143W	Single-Core
YML025C	Single-Core
YFL018C	Single-Core
YPL029W	Single-Core
YDR270W	Single-Core
YGR002C	Single-Core
YBR235W	Single-Core
YDR221W	Single-Core
YPL083C	Single-Core
YFL044C	Single-Core
YKL160W	Single-Core
YBL104C	Single-Core
YDR484W	Single-Core
YLL011W	Single-Core
YPL009C	Single-Core
YPL013C	Single-Core
YGL150C	Single-Core
YKL017C	Single-Core
YLR429W	Single-Core
YBL057C	Single-Core
YPR173C	Single-Core
YNR053C	Single-Core
YJL154C	Single-Core
YOR039W	Single-Core
YGR054W	Single-Core
YHR070W	Single-Core
YJR068W	Single-Core
YBR246W	Single-Core
YOR112W	Single-Core
YNL082W	Single-Core
YDR079C-A	Single-Core
YMR296C	Single-Core
YEL050C	Single-Core
YLR314C	Single-Core
YBR003W	Single-Core
YOR027W	Single-Core
YEL011W	Single-Core
YPR067W	Single-Core
YMR022W	Single-Core
YNL305C	Single-Core
YHR076W	Single-Core
YGR029W	Single-Core
YBR257W	Single-Core
YNL172W	Single-Core
YLR128W	Single-Core
YLR430W	Single-Core
YPL149W	Single-Core
YMR092C	Single-Core
YCR090C	Single-Core
YGL180W	Single-Core
YJR002W	Single-Core
YER125W	Single-Core
YIR035C	Single-Core
YJR102C	Single-Core
YIL042C	Single-Core
YGR271W	Single-Core
YOR349W	Single-Core
YBR002C	Single-Core
YKL041W	Single-Core
YCR077C	Single-Core
YKR028W	Single-Core
YLL001W	Single-Core
YCR093W	Single-Core
YKL067W	Single-Core
YLR008C	Single-Core
YER095W	Single-Core
YGL070C	Single-Core
YGL094C	Single-Core
YKR079C	Single-Core
YBR110W	Single-Core
YBR094W	Single-Core
YJR019C	Single-Core
YGL092W	Single-Core
YCL004W	Single-Core
YJL004C	Single-Core
YER036C	Single-Core
YER058W	Single-Core
YKL215C	Single-Core
YPL160W	Single-Core
YER082C	Single-Core
YIL049W	Single-Core
YPL247C	Single-Core
YGL246C	Single-Core
YER048W-A	Single-Core
YDR159W	Single-Core
YER005W	Single-Core
YBL059C-A	Single-Core
YOR145C	Single-Core
YGL236C	Single-Core
YCR094W	Single-Core
YHR169W	Single-Core
YBL058W	Single-Core
YDL040C	Single-Core
YBR101C	Single-Core
YKR068C	Single-Core
YFL027C	Single-Core
YER016W	Single-Core
YNL061W	Single-Core
YFL005W	Single-Core
YLL008W	Single-Core
YDR374C	Single-Core
YHR002W	Single-Core
YDR412W	Single-Core
YHL032C	Single-Core
YDR142C	Single-Core
YNL007C	Single-Core
YBR011C	Single-Core
YEL029C	Single-Core
YDL052C	Single-Core
YPL170W	Single-Core
YKR051W	Single-Core
YKL213C	Single-Core
YOR269W	Single-Core
YOR217W	Single-Core
YER157W	Single-Core
YIL061C	Single-Core
YJL125C	Single-Core
YDL206W	Single-Core
YMR078C	Single-Core
YDR060W	Single-Core
YML121W	Single-Core
YDL077C	Single-Core
YKL172W	Single-Core
YPL109C	Single-Core
YMR197C	Single-Core
YML077W	Single-Core
YAL035W	Single-Core
YBL080C	Single-Core
YOR294W	Single-Core
YHR086W	Single-Core
YGR019W	Single-Core
YDR324C	Single-Core
YCL016C	Single-Core
YJL143W	Single-Core
YDR170C	Single-Core
YHR204W	Single-Core
YHR144C	Single-Core
YLR239C	Single-Core
YFL007W	Single-Core
YDL149W	Single-Core
YDL217C	Single-Core
YGL124C	Single-Core
YLR142W	Single-Core
YLR299W	Single-Core
YMR236W	Single-Core
YMR281W	Single-Core
YJL130C	Single-Core
YKL144C	Single-Core
YJL041W	Single-Core
YOL023W	Single-Core
YDR183W	Single-Core
YNL272C	Single-Core
YBR058C	Single-Core
YPL002C	Single-Core
YER154W	Single-Core
YBR123C	Single-Core
YPL054W	Single-Core
YNL297C	Single-Core
YOR340C	Single-Core
YGL119W	Single-Core
YLR017W	Single-Core
YCR017C	Single-Core
YOL071W	Single-Core
YLR129W	Single-Core
YOR022C	Single-Core
YDL141W	Single-Core
YML096W	Single-Core
YCL043C	Single-Core
YCR088W	Single-Core
YNL273W	Single-Core
YER025W	Single-Core
YDL140C	Single-Core
YOL096C	Single-Core
YLR069C	Single-Core
YDL226C	Single-Core
YCR011C	Single-Core
YOR287C	Single-Core
YAL044W-A	Single-Core
YAL036C	Single-Core
YDR305C	Single-Core
YOR330C	Single-Core
YLR253W	Single-Core
YBR236C	Single-Core
YPL020C	Single-Core
YCR051W	Single-Core
YMR139W	Single-Core
YPL001W	Single-Core
YER171W	Single-Core
YOR239W	Single-Core
YLR074C	Single-Core
YJL168C	Single-Core
YGR261C	Single-Core
YHR062C	Single-Core
YPR137W	Single-Core
YNL310C	Single-Core
YOR059C	Single-Core
YDR325W	Single-Core
YPL206C	Single-Core
YDR328C	Single-Core
YNL221C	Single-Core
YMR288W	Single-Core
YML080W	Single-Core
YGR103W	Single-Core
YNL119W	Single-Core
YLR026C	Single-Core
YGL207W	Single-Core
YNL202W	Single-Core
YDL119C	Single-Core
YNL244C	Single-Core
YJL053W	Single-Core
YOR149C	Single-Core
YNL163C	Single-Core
YGL206C	Single-Core
YMR097C	Single-Core
YMR002W	Single-Core
YFL002C	Single-Core
YDL238C	Single-Core
YPL122C	Single-Core
YOR115C	Single-Core
YNL240C	Single-Core
YIL091C	Single-Core
YBR208C	Single-Core
YDR373W	Single-Core
YOR246C	Single-Core
YPL111W	Single-Core
YLR105C	Single-Core
YDR017C	Single-Core
YPR190C	Single-Core
YPL263C	Single-Core
YPR051W	Single-Core
YDL145C	Single-Core
YDL164C	Single-Core
YIL153W	Single-Core
YIR029W	Single-Core
YBL049W	Single-Core
YKL184W	Single-Core
YGL027C	Single-Core
YGL022W	Single-Core
YGR078C	Single-Core
YPL157W	Single-Core
YPR021C	Single-Core
YBR160W	Single-Core
YPL076W	Single-Core
YIL128W	Single-Core
YNL063W	Single-Core
YPL104W	Single-Core
YJR064W	Single-Core
YGL112C	Single-Core
YLR051C	Single-Core
YJL208C	Single-Core
YPL120W	Single-Core
YMR135C	Single-Core
YLR276C	Single-Core
YPL225W	Single-Core
YDR440W	Single-Core
YPL162C	Single-Core
YDL193W	Single-Core
YOL102C	Single-Core
YBR102C	Single-Core
YLR148W	Single-Core
YDR424C	Single-Core
YDL058W	Single-Core
YKL099C	Single-Core
YGR277C	Single-Core
YOL001W	Single-Core
YCR054C	Single-Core
YPR091C	Single-Core
YDR092W	Single-Core
YKL003C	Single-Core
YGR202C	Single-Core
YHR072W	Single-Core
YKR026C	Single-Core
YMR004W	Single-Core
YGR074W	Single-Core
YJL044C	Single-Core
YDL102W	Single-Core
YJL030W	Single-Core
YER174C	Single-Core
YGL006W	Single-Core
YHL022C	Single-Core
YLR306W	Single-Core
YPR086W	Single-Core
YDR449C	Single-Core
YJR057W	Single-Core
YOR275C	Single-Core
YGL099W	Single-Core
YOR332W	Single-Core
YDL004W	Single-Core
YHR148W	Single-Core
YDR416W	Single-Core
YMR001C	Single-Core
YDR180W	Single-Core
YBR182C	Single-Core
YDR148C	Single-Core
YHL004W	Single-Core
YDR228C	Single-Core
YGL243W	Single-Core
YOL076W	Single-Core
YMR009W	Single-Core
YOR346W	Single-Core
YNR012W	Single-Core
YKL190W	Single-Core
YGR055W	Single-Core
YJR122W	Single-Core
YGL233W	Single-Core
YMR080C	Single-Core
YBR143C	Single-Core
YLR216C	Single-Core
YHR027C	Single-Core
YDR430C	Single-Core
YIL030C	Single-Core
YJR100C	Single-Core
YLR396C	Single-Core
YML098W	Single-Core
YOR254C	Single-Core
YIL068C	Single-Core
YOL049W	Single-Core
YLR378C	Single-Core
YNL102W	Single-Core
YPR112C	Single-Core
YGR090W	Single-Core
YGR200C	Single-Core
YMR020W	Single-Core
YBR261C	Single-Core
YJL074C	Single-Core
YOR020C	Single-Core
YML059C	Single-Core
YGR091W	Single-Core
YMR247C	Single-Core
YEL064C	Single-Core
YLR022C	Single-Core
YGL200C	Single-Core
YOR125C	Single-Core
YNL113W	Single-Core
YGL105W	Single-Core
YPL003W	Single-Core
YLL041C	Single-Core
YDL043C	Single-Core
YOR260W	Single-Core
YNL035C	Single-Core
YMR223W	Single-Core
YNL250W	Single-Core
YOR001W	Single-Core
YLR195C	Single-Core
YLR218C	Single-Core
YML104C	Single-Core
YBR229C	Single-Core
YGL173C	Single-Core
YJR008W	Single-Core
YGL091C	Single-Core
YGR227W	Single-Core
YKL125W	Single-Core
YGR231C	Single-Core
YNL022C	Single-Core
YDL132W	Single-Core
YOL107W	Single-Core
YKL029C	Single-Core
YNL219C	Single-Core
YPL196W	Single-Core
YBL074C	Single-Core
YMR301C	Single-Core
YGR216C	Single-Core
YLR384C	Single-Core
YGL084C	Single-Core
YDR323C	Single-Core
YBR269C	Single-Core
YNL059C	Single-Core
YDR083W	Single-Core
YML010W	Single-Core
YKR062W	Single-Core
YML093W	Single-Core
YPR117W	Single-Core
YJR044C	Single-Core
YOL021C	Single-Core
YBR074W	Single-Core
YDL153C	Single-Core
YPR144C	Single-Core
YNL325C	Single-Core
YGR093W	Single-Core
YBR155W	Single-Core
YDR289C	Single-Core
YOL013C	Single-Core
YCL031C	Single-Core
YNL251C	Single-Core
YDR481C	Single-Core
YDR214W	Single-Core
YGR163W	Single-Core
YLR401C	Single-Core
YDR005C	Single-Core
YCR066W	Single-Core
YKL028W	Single-Core
YOR164C	Single-Core
YDL060W	Single-Core
YDR255C	Single-Core
YHR113W	Single-Core
YPL016W	Single-Core
YKL092C	Single-Core
YNL169C	Single-Core
YLR143W	Single-Core
YGR257C	Single-Core
YBL035C	Single-Core
YLR262C	Single-Core
YOR360C	Single-Core
YPL042C	Single-Core
YMR029C	Single-Core
YLR193C	Single-Core
YNL126W	Single-Core
YIL003W	Single-Core
YKL189W	Single-Core
YOR367W	Single-Core
YOL038W	Single-Core
YKL021C	Single-Core
YNL139C	Single-Core
YNR029C	Single-Core
YOR103C	Single-Core
YBR026C	Single-Core
YPR047W	Single-Core
YNL313C	Single-Core
YKR074W	Single-Core
YNL138W-A	Single-Core
YDL087C	Single-Core
YPL060W	Single-Core
YDR244W	Single-Core
YJL014W	Single-Core
YIL125W	Single-Core
YKL196C	Single-Core
YER013W	Single-Core
YJR034W	Single-Core
YOL146W	Single-Core
YER019C-A	Single-Core
YOR056C	Single-Core
YLR005W	Single-Core
YPL082C	Single-Core
YJL197W	Single-Core
YML009C	Single-Core
YLR405W	Single-Core
YPL101W	Single-Core
YPR082C	Single-Core
YHR172W	Single-Core
YOR093C	Single-Core
YOR336W	Single-Core
YLR009W	Single-Core
YPL151C	Single-Core
YHR170W	Single-Core
YMR023C	Single-Core
YER168C	Single-Core
YOR074C	Single-Core
YGL142C	Single-Core
YGL178W	Single-Core
YBR293W	Single-Core
YGR133W	Single-Core
YLR354C	Single-Core
YPL212C	Single-Core
YKR097W	Single-Core
YER086W	Single-Core
YBR189W	Single-Core
YNL328C	Single-Core
YNL036W	Single-Core
YDR101C	Single-Core
YLR032W	Single-Core
YEL046C	Single-Core
YBR237W	Single-Core
YGR205W	Single-Core
YNL212W	Single-Core
YFR007W	Single-Core
YPL234C	Single-Core
YJL200C	Single-Core
YIR007W	Single-Core
YHR207C	Single-Core
YBR121C	Single-Core
YMR220W	Single-Core
YOR209C	Single-Core
YJR097W	Single-Core
YOR021C	Single-Core
YKL146W	Single-Core
YJR107W	Single-Core
YHL011C	Single-Core
YNL227C	Single-Core
YIL070C	Single-Core
YLR293C	Single-Core
YGL148W	Single-Core
YDR127W	Single-Core
YMR106C	Single-Core
YMR113W	Single-Core
YDL171C	Single-Core
YIL031W	Single-Core
YDR316W	Single-Core
YEL040W	Single-Core
YOR288C	Single-Core
YER099C	Single-Core
YIL147C	Single-Core
YDL209C	Single-Core
YMR088C	Single-Core
YOL062C	Single-Core
YFL034C-B	Single-Core
YBR084W	Single-Core
YKR066C	Single-Core
YGL010W	Single-Core
YDL006W	Single-Core
YHR205W	Single-Core
YLR324W	Single-Core
YER070W	Single-Core
YDR051C	Single-Core
