OG #	S.cer	K.marx	Y.lipo
OG0003258	YDR459C	KMXK_0H00140	YALI1_E02348g
OG0003259	YOR246C	KMXK_0H00150	YALI1_E29512g
OG0003260	YPL160W	KMXK_0H00160	YALI1_E29319g
OG0003261	YMR210W	KMXK_0H00190	YALI1_B24564g
OG0003262	YPL157W	KMXK_0H00210	YALI1_B06489g
OG0003263	YPL155C	KMXK_0H00230	YALI1_F34387g
OG0003264	YPL154C	KMXK_0H00240	YALI1_F34429g
OG0003265	YFL047W	KMXK_0H00280	YALI1_E06365g
OG0003266	YLR078C	KMXK_0H00300	YALI1_F39272g
OG0003267	YLR077W	KMXK_0H00310	YALI1_D11063g
OG0003268	YFL046W	KMXK_0H00320	YALI1_D16314g
OG0003269	YFL045C	KMXK_0H00330	YALI1_D16290g
OG0003270	YLR075W	KMXK_0H00360	YALI1_D16249g
OG0003271	YLR074C	KMXK_0H00370	YALI1_D16206g
OG0003272	YFL044C	KMXK_0H00380	YALI1_D16173g
OG0003273	YLR073C	KMXK_0H00390	YALI1_C00164g
OG0003274	YLR071C	KMXK_0H00410	YALI1_D09168g
OG0003275	YLR069C	KMXK_0H00440	YALI1_D09356g
OG0003276	YLR066W	KMXK_0H00470	YALI1_E28964g
OG0003277	YLR065C	KMXK_0H00500	YALI1_D30319g
OG0003278	YFL038C	KMXK_0H00510	YALI1_D10424g
OG0003279	YFL037W	KMXK_0H00530	YALI1_E01105g
OG0003280	YFL036W	KMXK_0H00540	YALI1_A12225g
OG0003281	YFL034C-B	KMXK_0H00550	YALI1_A17470g
OG0003282	YLR063W	KMXK_0H00560	YALI1_E38193g
OG0003283	YLR393W	KMXK_0H00580	YALI1_F26216g
OG0003284	YLR390W-A	KMXK_0H00590	YALI1_E24633g
OG0003285	YDL065C	KMXK_0H00600	YALI1_B29548g
OG0003286	YDL064W	KMXK_0H00610	YALI1_B29539g
OG0003287	YDL063C	KMXK_0H00620	YALI1_F24130g
OG0003288	YLR389C	KMXK_0H00640	YALI1_F32399g
OG0003289	YDL060W	KMXK_0H00660	YALI1_B11794g
OG0003290	YLR386W	KMXK_0H00680	YALI1_B29562g
OG0003291	YLR384C	KMXK_0H00700	YALI1_F27470g
OG0003292	YDL058W	KMXK_0H00720	YALI1_F03693g
OG0003293	YLR383W	KMXK_0H00730	YALI1_F03604g
OG0003295	YLR382C	KMXK_0H00740	YALI1_F03527g
OG0003296	YLR381W	KMXK_0H00750	YALI1_C24806g
OG0003297	YDL056W	KMXK_0H00780	YALI1_A20855g
OG0003298	YDL055C	KMXK_0H00790	YALI1_C08702g
OG0003299	YJR102C	KMXK_0H00820	YALI1_B21819g
OG0003300	YBL039C	KMXK_0H00840	YALI1_B07366g
OG0003301	YJR104C	KMXK_0H00850	YALI1_E14988g
OG0003302	YBL040C	KMXK_0H00880	YALI1_D08382g
OG0003303	YBL041W	KMXK_0H00890	YALI1_D08360g
OG0003304	YBL046W	KMXK_0H00930	YALI1_D10829g
OG0003305	YJR113C	KMXK_0H00940	YALI1_D10865g
OG0003306	YBL047C	KMXK_0H00960	YALI1_C32921g
OG0003307	YJR112W	KMXK_0H00970	YALI1_C32972g
OG0003308	YJR110W	KMXK_0H00990	YALI1_E28097g
OG0003309	YJR093C	KMXK_0H01070	YALI1_E03527g
OG0003311	YJR090C	KMXK_0H01100	YALI1_C20488g
OG0003312	YPR041W	KMXK_0H01120	YALI1_D09504g
OG0003313	YJR088C	KMXK_0H01130	YALI1_C32010g
OG0003314	YPR040W	KMXK_0H01140	YALI1_C31900g
OG0003315	YPR037C	KMXK_0H01150	YALI1_C31888g
OG0003316	YJR086W	KMXK_0H01160	YALI1_A06396g
OG0003317	YJR085C	KMXK_0H01170	YALI1_F29670g
OG0003318	YJR084W	KMXK_0H01190	YALI1_F20457g
OG0003319	YPR036W	KMXK_0H01210	YALI1_E10492g
OG0003320	YPR035W	KMXK_0H01220	YALI1_F00821g
OG0003321	YJR082C	KMXK_0H01240	YALI1_E16023g
OG0003322	YJR080C	KMXK_0H01250	YALI1_E04575g
OG0003323	YPR033C	KMXK_0H01260	YALI1_E16068g
OG0003324	YBL107C	KMXK_0H01270	YALI1_C08882g
OG0003325	YBL105C	KMXK_0H01290	YALI1_F13339g
OG0003326	YBL104C	KMXK_0H01300	YALI1_D23693g
OG0003327	YPR031W	KMXK_0H01310	YALI1_D33988g
OG0003328	YBL102W	KMXK_0H01330	YALI1_F15311g
OG0003329	YPR029C	KMXK_0H01350	YALI1_B27777g
OG0003330	YPR028W	KMXK_0H01360	YALI1_B25762g
OG0003331	YPR026W	KMXK_0H01370	YALI1_E09241g
OG0003332	YBL099W	KMXK_0H01380	YALI1_F04433g
OG0003333	YPR025C	KMXK_0H01390	YALI1_A06666g
OG0003334	YPR024W	KMXK_0H01400	YALI1_B02375g
OG0003335	YBL097W	KMXK_0H01410	YALI1_B04937g
OG0003336	YBL095W	KMXK_0H01430	YALI1_E33843g
OG0003337	YER122C	KMXK_0H01440	YALI1_D00747g
OG0003338	YBL093C	KMXK_0H01450	YALI1_E13034g
OG0003339	YBL092W	KMXK_0H01460	YALI1_E36179g
OG0003340	YBL091C	KMXK_0H01480	YALI1_D06700g
OG0003341	YER118C	KMXK_0H01510	YALI1_D05070g
OG0003343	YBL088C	KMXK_0H01520	YALI1_D04814g
OG0003344	YNL317W	KMXK_0H01560	YALI1_A17515g
OG0003345	YOL135C	KMXK_0H01580	YALI1_B22638g
OG0003346	YOL133W	KMXK_0H01590	YALI1_B22561g
OG0003347	YNL316C	KMXK_0H01600	YALI1_B22549g
OG0003348	YNL315C	KMXK_0H01610	YALI1_B22533g
OG0003349	YNL313C	KMXK_0H01630	YALI1_D00311g
OG0003350	YER071C	KMXK_0H01650	YALI1_B15964g
OG0003351	YIL068C	KMXK_0H01660	YALI1_D10886g
OG0003352	YIL067C	KMXK_0H01670	YALI1_F26399g
OG0003353	YIL065C	KMXK_0H01690	YALI1_B08616g
OG0003354	YIL064W	KMXK_0H01700	YALI1_E13787g
OG0003355	YIL063C	KMXK_0H01710	YALI1_E13765g
OG0003356	YIL062C	KMXK_0H01720	YALI1_E13727g
OG0003357	YER069W	KMXK_0H01730	YALI1_B22853g
OG0003358	YIL061C	KMXK_0H01740	YALI1_E13808g
OG0003359	YER068W	KMXK_0H01750	YALI1_F03356g
OG0003360	YER065C	KMXK_0H01780	YALI1_C24124g
OG0003361	YER061C	KMXK_0H01840	YALI1_F38317g
OG0003362	YIL049W	KMXK_0H01850	YALI1_E09357g
OG0003363	YER058W	KMXK_0H01890	YALI1_C06532g
OG0003364	YIL048W	KMXK_0H01920	YALI1_F01838g
OG0003365	YNR033W	KMXK_0H01940	YALI1_A05459g
OG0003366	YNR032C-A	KMXK_0H01950	YALI1_A03289g
OG0003368	YNR032W	KMXK_0H01960	YALI1_A05407g
OG0003369	YCR072C	KMXK_0H01980	YALI1_A06128g
OG0003370	YCR071C	KMXK_0H01990	YALI1_A06149g
OG0003371	YNR030W	KMXK_0H02000	YALI1_C03495g
OG0003372	YNR029C	KMXK_0H02010	YALI1_E15469g
OG0003373	YGR082W	KMXK_0H02030	YALI1_A06743g
OG0003374	YPR098C	KMXK_0H02040	YALI1_B11960g
OG0003375	YPR095C	KMXK_0H02050	YALI1_C10675g
OG0003376	YPR094W	KMXK_0H02060	YALI1_C10718g
OG0003377	YGR080W	KMXK_0H02080	YALI1_E41185g
OG0003378	YPR091C	KMXK_0H02100	YALI1_C10016g
OG0003379	YBR136W	KMXK_0H02110	YALI1_F27465g
OG0003380	YBR135W	KMXK_0H02120	YALI1_F24905g
OG0003381	YBR133C	KMXK_0H02130	YALI1_E22207g
OG0003382	YPR089W	KMXK_0H02140	YALI1_C10463g
OG0003383	YBR132C	KMXK_0H02150	YALI1_C10232g
OG0003384	YPL235W	KMXK_0H02160	YALI1_E37040g
OG0003385	YPL234C	KMXK_0H02170	YALI1_E37063g
OG0003386	YPL233W	KMXK_0H02180	YALI1_B06015g
OG0003387	YPL231W	KMXK_0H02200	YALI1_B25427g
OG0003388	YPL228W	KMXK_0H02230	YALI1_F11243g
OG0003389	YPL227C	KMXK_0H02240	YALI1_D07696g
OG0003390	YMR179W	KMXK_0H02250	YALI1_E03088g
OG0003391	YPL226W	KMXK_0H02260	YALI1_B05832g
OG0003392	YMR178W	KMXK_0H02270	YALI1_B05483g
OG0003393	YPL225W	KMXK_0H02280	YALI1_B05497g
OG0003395	YMR176W	KMXK_0H02300	YALI1_C23472g
OG0003396	YLR212C	KMXK_0H02320	YALI1_B09448g
OG0003397	YDL146W	KMXK_0H02330	YALI1_C30884g
OG0003398	YDL147W	KMXK_0H02350	YALI1_D12630g
OG0003399	YDL148C	KMXK_0H02360	YALI1_F11781g
OG0003400	YDL149W	KMXK_0H02370	YALI1_F11729g
OG0003401	YDL150W	KMXK_0H02380	YALI1_F04594g
OG0003402	YDL153C	KMXK_0H02390	YALI1_F27041g
OG0003403	YDL156W	KMXK_0H02450	YALI1_F28765g
OG0003404	YDL157C	KMXK_0H02460	YALI1_F27968g
OG0003405	YDL159W	KMXK_0H02470	YALI1_F27945g
OG0003406	YDL160C	KMXK_0H02480	YALI1_F27929g
OG0003407	YLR209C	KMXK_0H02490	YALI1_F37714g
OG0003408	YLR208W	KMXK_0H02500	YALI1_F37734g
OG0003409	YLR207W	KMXK_0H02510	YALI1_F02939g
OG0003410	YHR072W-A	KMXK_0H02560	YALI1_C00958g
OG0003411	YDR320C-A	KMXK_0H02570	YALI1_C00962g
OG0003412	YHR073W	KMXK_0H02580	YALI1_E26930g
OG0003413	YML086C	KMXK_0H02610	YALI1_A22228g
OG0003414	YPR162C	KMXK_0H02640	YALI1_E19105g
OG0003415	YPR163C	KMXK_0H02650	YALI1_E36334g
OG0003416	YPR166C	KMXK_0H02690	YALI1_D27297g
OG0003417	YPR167C	KMXK_0H02710	YALI1_B10635g
OG0003418	YPR168W	KMXK_0H02720	YALI1_E19669g
OG0003419	YPR169W	KMXK_0H02730	YALI1_F08324g
OG0003420	YPR170W-B	KMXK_0H02740	YALI1_E19327g
OG0003421	YLR455W	KMXK_0H02760	YALI1_C03735g
OG0003422	YPR173C	KMXK_0H02780	YALI1_B21323g
OG0003423	YPR144C	KMXK_0H02800	YALI1_F26957g
OG0003424	YGR123C	KMXK_0H02810	YALI1_B09044g
OG0003425	YPR143W	KMXK_0H02820	YALI1_C17995g
OG0003426	YPR141C	KMXK_0H02830	YALI1_C17988g
OG0003427	YPR140W	KMXK_0H02840	YALI1_C19814g
OG0003428	YPR139C	KMXK_0H02850	YALI1_C19794g
OG0003429	YPR137W	KMXK_0H02890	YALI1_A21630g
OG0003430	YPR135W	KMXK_0H02900	YALI1_A21654g
OG0003431	YGR119C	KMXK_0H02930	YALI1_A21720g
OG0003432	YPR133C	KMXK_0H02960	YALI1_A21746g
OG0003433	YPR131C	KMXK_0H02990	YALI1_D17181g
OG0003434	YPR129W	KMXK_0H03000	YALI1_D17151g
OG0003435	YPR128C	KMXK_0H03010	YALI1_E03623g
OG0003436	YPR125W	KMXK_0H03020	YALI1_F21362g
OG0003437	YGR116W	KMXK_0H03040	YALI1_B02091g
OG0003438	YPR124W	KMXK_0H03050	YALI1_C28396g
OG0003439	YGR113W	KMXK_0H03060	YALI1_F07860g
OG0003440	YGR112W	KMXK_0H03070	YALI1_F39291g
OG0003441	YBR251W	KMXK_0H03080	YALI1_D02087g
OG0003442	YPR065W	KMXK_0H03090	YALI1_B03404g
OG0003443	YER016W	KMXK_0H03110	YALI1_A18622g
OG0003444	YER014W	KMXK_0H03140	YALI1_D30196g
OG0003445	YER013W	KMXK_0H03150	YALI1_B15072g
OG0003446	YER012W	KMXK_0H03160	YALI1_B15092g
OG0003447	YIR008C	KMXK_0H03170	YALI1_B15109g
OG0003448	YIR007W	KMXK_0H03180	YALI1_E07471g
OG0003449	YIR015W	KMXK_0H03210	YALI1_B18854g
OG0003450	YOL026C	KMXK_0H03220	YALI1_B18265g
OG0003451	YOL038W	KMXK_0H03230	YALI1_B18811g
OG0003452	YHR030C	KMXK_0H03260	YALI1_B04248g
OG0003453	YBR097W	KMXK_0H03270	YALI1_E40076g
OG0003454	YBR095C	KMXK_0H03300	YALI1_C16183g
OG0003455	YBR094W	KMXK_0H03310	YALI1_C16150g
OG0003456	YBR088C	KMXK_0H03340	YALI1_D13226g
OG0003457	YPR051W	KMXK_0H03350	YALI1_C16200g
OG0003458	YPR049C	KMXK_0H03360	YALI1_B06315g
OG0003459	YPR048W	KMXK_0H03370	YALI1_C13106g
OG0003460	YPR047W	KMXK_0H03380	YALI1_C25782g
OG0003461	YBL038W	KMXK_0H03390	YALI1_C25301g
OG0003462	YBR087W	KMXK_0H03400	YALI1_C29983g
OG0003463	YBL037W	KMXK_0H03410	YALI1_C25829g
OG0003464	YBL036C	KMXK_0H03420	YALI1_C30255g
OG0003465	YBR086C	KMXK_0H03430	YALI1_C29762g
OG0003466	YBL035C	KMXK_0H03440	YALI1_E22576g
OG0003467	YBL034C	KMXK_0H03450	YALI1_D27718g
OG0003468	YBL033C	KMXK_0H03470	YALI1_E02885g
OG0003469	YBL032W	KMXK_0H03480	YALI1_A18439g
OG0003470	YBL029C-A	KMXK_0H03510	YALI1_B00977g
OG0003471	YBL029W	KMXK_0H03520	YALI1_C22322g
OG0003472	YBR083W	KMXK_0H03570	YALI1_F20378g
OG0003473	YDR060W	KMXK_0H03580	YALI1_D18770g
OG0003474	YBR081C	KMXK_0H03620	YALI1_E38056g
OG0003475	YDR057W	KMXK_0H03630	YALI1_E38107g
OG0003476	YHR067W	KMXK_0H03650	YALI1_A20089g
OG0003477	YHR068W	KMXK_0H03670	YALI1_B01084g
OG0003478	YDR316W	KMXK_0H03680	YALI1_D07149g
OG0003479	YHR069C	KMXK_0H03690	YALI1_D07124g
OG0003480	YHR070W	KMXK_0H03700	YALI1_D07118g
OG0003481	YHR071W	KMXK_0H03710	YALI1_E25132g
OG0003482	YPL051W	KMXK_0H03720	YALI1_D03831g
OG0003483	YDR481C	KMXK_0H03730	YALI1_F22321g
OG0003484	YPL050C	KMXK_0H03740	YALI1_B16477g
OG0003485	YGL246C	KMXK_0H03760	YALI1_E33642g
OG0003486	YIL145C	KMXK_0H03820	YALI1_B08123g
OG0003487	YIL144W	KMXK_0H03830	YALI1_B15624g
OG0003488	YIL143C	KMXK_0H03840	YALI1_B15521g
OG0003489	YKR092C	KMXK_0H03860	YALI1_B15587g
OG0003490	YOR084W	KMXK_0H03880	YALI1_E07099g
OG0003491	YKR090W	KMXK_0H03900	YALI1_D23934g
OG0003492	YNL292W	KMXK_0H03910	YALI1_D33465g
OG0003493	YNL291C	KMXK_0H03920	YALI1_A02470g
OG0003494	YNL290W	KMXK_0H03930	YALI1_A02461g
OG0003495	YNL289W	KMXK_0H03940	YALI1_F29483g
OG0003496	YNL288W	KMXK_0H03960	YALI1_F04643g
OG0003497	YNL287W	KMXK_0H03970	YALI1_F04895g
OG0003498	YDL046W	KMXK_0H03980	YALI1_A05003g
OG0003499	YOL071W	KMXK_0H03990	YALI1_F15793g
OG0003500	YDL045W-A	KMXK_0H04000	YALI1_F13366g
OG0003501	YDL045C	KMXK_0H04010	YALI1_D33889g
OG0003502	YPR021C	KMXK_0H04040	YALI1_D34529g
OG0003503	YPR022C	KMXK_0H04050	YALI1_C07721g
OG0003504	YPR023C	KMXK_0H04070	YALI1_D12483g
OG0003505	YER125W	KMXK_0H04100	YALI1_E21513g
OG0003506	YGL178W	KMXK_0H04110	YALI1_E13132g
OG0003507	YER126C	KMXK_0H04120	YALI1_E13287g
OG0003508	YER127W	KMXK_0H04130	YALI1_E13280g
OG0003509	YJL010C	KMXK_0H04150	YALI1_D14125g
OG0003510	YKL142W	KMXK_0H04160	YALI1_D14156g
OG0003511	YKL143W	KMXK_0H04170	YALI1_E10290g
OG0003512	YKL144C	KMXK_0H04210	YALI1_D14276g
OG0003513	YKL145W	KMXK_0H04220	YALI1_D14300g
OG0003514	YKL146W	KMXK_0H04230	YALI1_E13514g
OG0003515	YKR009C	KMXK_0H04250	YALI1_E18441g
OG0003516	YPR006C	KMXK_0H04290	YALI1_F39620g
OG0003517	YFR007W	KMXK_0H04320	YALI1_E16305g
OG0003518	YPR004C	KMXK_0H04350	YALI1_E16359g
OG0003519	YPR003C	KMXK_0H04360	YALI1_E16390g
OG0003520	YFR006W	KMXK_0H04370	YALI1_E16433g
OG0003521	YFR005C	KMXK_0H04380	YALI1_E16097g
OG0003522	YFR004W	KMXK_0H04390	YALI1_F33812g
OG0003523	YFR003C	KMXK_0H04400	YALI1_F31432g
OG0003524	YFR002W	KMXK_0H04410	YALI1_C30399g
OG0003525	YPR002W	KMXK_0H04420	YALI1_F03803g
OG0003526	YPR001W	KMXK_0H04430	YALI1_E01019g
OG0003527	YFR001W	KMXK_0H04440	YALI1_D24941g
OG0003528	YPL001W	KMXK_0H04450	YALI1_C15687g
OG0003529	YPL002C	KMXK_0H04460	YALI1_B20192g
OG0003530	YFL001W	KMXK_0H04470	YALI1_F24171g
OG0003531	YFL002C	KMXK_0H04480	YALI1_F24173g
OG0003532	YPL003W	KMXK_0H04490	YALI1_F35489g
