OG #	S.cer	K.marx	Y.lipo
OG0001927	YML007W	KMXK_0C06690	YALI1_F04763g
OG0001928	YML008C	KMXK_0C06700	YALI1_F12138g
OG0001929	YGL212W	KMXK_0C06720	YALI1_C23504g
OG0001930	YGL213C	KMXK_0C06740	YALI1_C28434g
OG0001931	YGL215W	KMXK_0C06750	YALI1_E09539g
OG0001932	YGL216W	KMXK_0C06760	YALI1_E08900g
OG0001933	YGL219C	KMXK_0C06770	YALI1_D33042g
OG0001934	YGL220W	KMXK_0C06780	YALI1_D26036g
OG0001935	YGL221C	KMXK_0C06790	YALI1_B15509g
OG0001936	YER036C	KMXK_0C06820	YALI1_D29335g
OG0001937	YGL225W	KMXK_0C06860	YALI1_F28833g
OG0001938	YER041W	KMXK_0C06880	YALI1_E26860g
OG0001939	YGL226W	KMXK_0C06900	YALI1_F34095g
OG0001940	YGL227W	KMXK_0C06920	YALI1_F15449g
OG0001941	YER043C	KMXK_0C06930	YALI1_F15517g
OG0001942	YFR041C	KMXK_0C06960	YALI1_F15745g
OG0001943	YFR043C	KMXK_0C06980	YALI1_F17369g
OG0001944	YGL231C	KMXK_0C06990	YALI1_A10146g
OG0001945	YGL232W	KMXK_0C07000	YALI1_F21612g
OG0001946	YGL233W	KMXK_0C07010	YALI1_F17383g
OG0001947	YFR044C	KMXK_0C07020	YALI1_F23706g
OG0001948	YFR045W	KMXK_0C07030	YALI1_F27834g
OG0001949	YGL234W	KMXK_0C07040	YALI1_F27904g
OG0001950	YGL236C	KMXK_0C07050	YALI1_E08334g
OG0001951	YGL237C	KMXK_0C07070	YALI1_F30340g
OG0001952	YGL238W	KMXK_0C07080	YALI1_E08472g
OG0001953	YGL240W	KMXK_0C07090	YALI1_E08452g
OG0001954	YGL241W	KMXK_0C07110	YALI1_B23981g
OG0001955	YGL242C	KMXK_0C07120	YALI1_B23966g
OG0001956	YGL243W	KMXK_0C07130	YALI1_B23939g
OG0001957	YGL244W	KMXK_0C07140	YALI1_D02137g
OG0001958	YFR048W	KMXK_0C07150	YALI1_D02150g
OG0001959	YGL245W	KMXK_0C07160	YALI1_E33633g
OG0001960	YIL147C	KMXK_0C07180	YALI1_F12254g
OG0001961	YKR095W-A	KMXK_0C07230	YALI1_F28212g
OG0001962	YKR097W	KMXK_0C07260	YALI1_C24367g
OG0001964	YIL153W	KMXK_0C07270	YALI1_B04212g
OG0001965	YIL154C	KMXK_0C07280	YALI1_D19058g
OG0001966	YIL155C	KMXK_0C07290	YALI1_B18499g
OG0001967	YJL074C	KMXK_0C07330	YALI1_A00789g
OG0001968	YMR315W	KMXK_0D00240	YALI1_D13298g
OG0001969	YNR054C	KMXK_0D00250	YALI1_B05520g
OG0001970	YNR053C	KMXK_0D00260	YALI1_F35753g
OG0001971	YNR052C	KMXK_0D00270	YALI1_B16446g
OG0001972	YNR051C	KMXK_0D00280	YALI1_F01020g
OG0001973	YCR095C	KMXK_0D00290	YALI1_E32357g
OG0001974	YNR050C	KMXK_0D00300	YALI1_D29481g
OG0001975	YDR177W	KMXK_0D00340	YALI1_F03842g
OG0001976	YCR094W	KMXK_0D00350	YALI1_F03778g
OG0001977	YCR093W	KMXK_0D00360	YALI1_F30254g
OG0001978	YCR092C	KMXK_0D00370	YALI1_A09522g
OG0001979	YNR046W	KMXK_0D00390	YALI1_E29586g
OG0001980	YGL001C	KMXK_0D00400	YALI1_C30514g
OG0001981	YAL002W	KMXK_0D00410	YALI1_C31684g
OG0001982	YAL003W	KMXK_0D00420	YALI1_F13220g
OG0001983	YLR321C	KMXK_0D00430	YALI1_D12355g
OG0001984	YLR316C	KMXK_0D00450	YALI1_E31483g
OG0001985	YLR318W	KMXK_0D00460	YALI1_D15181g
OG0001986	YLR319C	KMXK_0D00470	YALI1_E33002g
OG0001987	YGR002C	KMXK_0D00490	YALI1_D12543g
OG0001988	YGR003W	KMXK_0D00500	YALI1_B04974g
OG0001989	YLR323C	KMXK_0D00510	YALI1_C30901g
OG0001990	YLR324W	KMXK_0D00520	YALI1_D35945g
OG0001991	YLR325C	KMXK_0D00530	YALI1_B14993g
OG0001992	YGR005C	KMXK_0D00540	YALI1_F21261g
OG0001993	YGR006W	KMXK_0D00550	YALI1_F21279g
OG0001994	YLR326W	KMXK_0D00560	YALI1_C08040g
OG0001995	YGR007W	KMXK_0D00570	YALI1_C08197g
OG0001996	YGR012W	KMXK_0D00600	YALI1_E10364g
OG0001997	YGR013W	KMXK_0D00610	YALI1_D00537g
OG0001998	YMR139W	KMXK_0D00670	YALI1_D26586g
OG0001999	YMR138W	KMXK_0D00700	YALI1_E28156g
OG0002000	YMR137C	KMXK_0D00710	YALI1_D15149g
OG0002001	YMR135C	KMXK_0D00730	YALI1_D13496g
OG0002002	YMR132C	KMXK_0D00770	YALI1_E19883g
OG0002003	YMR131C	KMXK_0D00780	YALI1_C23193g
OG0002004	YLR039C	KMXK_0D00790	YALI1_A01794g
OG0002005	YLR038C	KMXK_0D00800	YALI1_E19902g
OG0002006	YLR033W	KMXK_0D00850	YALI1_D35394g
OG0002007	YMR128W	KMXK_0D00860	YALI1_D35148g
OG0002008	YMR127C	KMXK_0D00870	YALI1_D35143g
OG0002009	YLR032W	KMXK_0D00880	YALI1_F08454g
OG0002010	YMR126C	KMXK_0D00890	YALI1_D35096g
OG0002011	YMR125W	KMXK_0D00900	YALI1_A13100g
OG0002012	YMR123W	KMXK_0D00920	YALI1_F37528g
OG0002013	YMR120C	KMXK_0D00970	YALI1_D32209g
OG0002015	YLR027C	KMXK_0D01000	YALI1_F36966g
OG0002016	YLR026C	KMXK_0D01020	YALI1_C23989g
OG0002017	YLR025W	KMXK_0D01030	YALI1_C23050g
OG0002018	YIL023C	KMXK_0D01070	YALI1_F06628g
OG0002019	YLR118C	KMXK_0D01080	YALI1_A18847g
OG0002020	YDR141C	KMXK_0D01090	YALI1_F24469g
OG0002021	YDR140W	KMXK_0D01100	YALI1_F24413g
OG0002022	YLR117C	KMXK_0D01120	YALI1_F24401g
OG0002023	YLR116W	KMXK_0D01130	YALI1_F24359g
OG0002024	YDR064W	KMXK_0D01140	YALI1_F14712g
OG0002025	YDR063W	KMXK_0D01150	YALI1_E39955g
OG0002026	YLL028W	KMXK_0D01170	YALI1_F10342g
OG0002027	YLL029W	KMXK_0D01180	YALI1_E22921g
OG0002028	YLL027W	KMXK_0D01190	YALI1_E22961g
OG0002029	YLL026W	KMXK_0D01210	YALI1_E33056g
OG0002030	YHL024W	KMXK_0D01220	YALI1_E20125g
OG0002031	YHL023C	KMXK_0D01230	YALI1_E15774g
OG0002032	YGR157W	KMXK_0D01260	YALI1_E07347g
OG0002033	YGR158C	KMXK_0D01270	YALI1_E07306g
OG0002034	YBR056W	KMXK_0D01280	YALI1_E40502g
OG0002035	YDR035W	KMXK_0D01290	YALI1_B26153g
OG0002036	YBR058C	KMXK_0D01310	YALI1_B22276g
OG0002037	YDR036C	KMXK_0D01320	YALI1_D07981g
OG0002038	YBR060C	KMXK_0D01360	YALI1_D28221g
OG0002039	YDR045C	KMXK_0D01370	YALI1_D28213g
OG0002040	YDR044W	KMXK_0D01380	YALI1_E35410g
OG0002041	YBR065C	KMXK_0D01400	YALI1_E40144g
OG0002042	YDR041W	KMXK_0D01430	YALI1_F30106g
OG0002043	YBR061C	KMXK_0D01440	YALI1_F21540g
OG0002044	YDR037W	KMXK_0D01450	YALI1_F21769g
OG0002045	YDR051C	KMXK_0D01480	YALI1_F15533g
OG0002046	YDR050C	KMXK_0D01490	YALI1_F07847g
OG0002047	YBR070C	KMXK_0D01500	YALI1_B15180g
OG0002048	YDR108W	KMXK_0D01540	YALI1_E15074g
OG0002049	YLR084C	KMXK_0D01550	YALI1_A04742g
OG0002050	YDR109C	KMXK_0D01570	YALI1_D18408g
OG0002051	YLR085C	KMXK_0D01580	YALI1_D16431g
OG0002052	YLR086W	KMXK_0D01590	YALI1_C26408g
OG0002053	YLR087C	KMXK_0D01600	YALI1_E12295g
OG0002054	YLR088W	KMXK_0D01610	YALI1_A08436g
OG0002055	YLR090W	KMXK_0D01640	YALI1_D03756g
OG0002056	YDR115W	KMXK_0D01670	YALI1_D15963g
OG0002057	YDR116C	KMXK_0D01680	YALI1_D15952g
OG0002058	YDR117C	KMXK_0D01690	YALI1_D15902g
OG0002059	YPL088W	KMXK_0D01720	YALI1_C17782g
OG0002060	YDR120C	KMXK_0D01740	YALI1_E36098g
OG0002061	YDR121W	KMXK_0D01750	YALI1_A05473g
OG0002062	YLR093C	KMXK_0D01760	YALI1_B05420g
OG0002063	YLR097C	KMXK_0D01820	YALI1_E38443g
OG0002064	YLR099W-A	KMXK_0D01850	YALI1_E36103g
OG0002065	YDR126W	KMXK_0D01870	YALI1_B02533g
OG0002066	YDR127W	KMXK_0D01880	YALI1_F16984g
OG0002067	YDR128W	KMXK_0D01890	YALI1_A19675g
OG0002068	YLR100W	KMXK_0D01900	YALI1_B22820g
OG0002069	YDR129C	KMXK_0D01910	YALI1_B22793g
OG0002070	YLR103C	KMXK_0D01930	YALI1_B08438g
OG0002071	YLR104W	KMXK_0D01940	YALI1_B09310g
OG0002072	YLR105C	KMXK_0D01950	YALI1_B09333g
OG0002073	YLR106C	KMXK_0D01960	YALI1_B11200g
OG0002074	YLR107W	KMXK_0D01970	YALI1_B10145g
OG0002075	YLR109W	KMXK_0D02010	YALI1_E30028g
OG0002076	YLR113W	KMXK_0D02030	YALI1_E30073g
OG0002077	YLR272C	KMXK_0D02050	YALI1_F09518g
OG0002078	YOR176W	KMXK_0D02060	YALI1_F25924g
OG0002079	YOR175C	KMXK_0D02070	YALI1_F25951g
OG0002080	YOR174W	KMXK_0D02080	YALI1_F01849g
OG0002081	YLR268W	KMXK_0D02110	YALI1_D27762g
OG0002082	YOR163W	KMXK_0D02120	YALI1_A04817g
OG0002083	YOR164C	KMXK_0D02130	YALI1_D17493g
OG0002084	YOR165W	KMXK_0D02140	YALI1_F01897g
OG0002085	YOR166C	KMXK_0D02160	YALI1_D00264g
OG0002086	YOR168W	KMXK_0D02190	YALI1_C04882g
OG0002087	YLR262C	KMXK_0D02200	YALI1_B28830g
OG0002088	YGR019W	KMXK_0D02230	YALI1_E21915g
OG0002089	YER134C	KMXK_0D02240	YALI1_B11167g
OG0002090	YLR234W	KMXK_0D02300	YALI1_F29727g
OG0002091	YDR205W	KMXK_0D02310	YALI1_C25560g
OG0002092	YNL200C	KMXK_0D02320	YALI1_B30039g
OG0002093	YNL192W	KMXK_0D02410	YALI1_D34288g
OG0002094	YBR146W	KMXK_0D02440	YALI1_B08193g
OG0002095	YOL086W-A	KMXK_0D02450	YALI1_B08186g
OG0002096	YOL087C	KMXK_0D02460	YALI1_D08251g
OG0002097	YBR154C	KMXK_0D02470	YALI1_D08285g
OG0002098	YBR153W	KMXK_0D02480	YALI1_D08339g
OG0002099	YJL109C	KMXK_0D02510	YALI1_E34933g
OG0002100	YKR030W	KMXK_0D02520	YALI1_E34857g
OG0002101	YKR031C	KMXK_0D02540	YALI1_E22633g
OG0002102	YKR035W-A	KMXK_0D02560	YALI1_C14169g
OG0002103	YJL111W	KMXK_0D02570	YALI1_C29052g
OG0002104	YKR038C	KMXK_0D02600	YALI1_C06695g
OG0002105	YDR337W	KMXK_0D02620	YALI1_C33314g
OG0002106	YHR089C	KMXK_0D02630	YALI1_C33098g
OG0002107	YDR336W	KMXK_0D02640	YALI1_C33071g
OG0002108	YDR335W	KMXK_0D02650	YALI1_D05538g
OG0002109	YHR088W	KMXK_0D02660	YALI1_F28453g
OG0002110	YDR334W	KMXK_0D02720	YALI1_D06311g
OG0002111	YHR052W	KMXK_0D02750	YALI1_E12703g
OG0002112	YKL160W	KMXK_0D02760	YALI1_E12711g
OG0002113	YHR051W	KMXK_0D02770	YALI1_E12730g
OG0002114	YKL159C	KMXK_0D02780	YALI1_E12614g
OG0002115	YJR014W	KMXK_0D02790	YALI1_D08783g
OG0002116	YGR198W	KMXK_0D02800	YALI1_A22073g
OG0002117	YGR200C	KMXK_0D02820	YALI1_C32253g
OG0002118	YJR016C	KMXK_0D02830	YALI1_C32276g
OG0002119	YHR099W	KMXK_0D02850	YALI1_C02831g
OG0002120	YHR098C	KMXK_0D02870	YALI1_E17069g
OG0002121	YDR347W	KMXK_0D02890	YALI1_B26235g
OG0002122	YGL037C	KMXK_0D02920	YALI1_A22129g
OG0002123	YLL019C	KMXK_0D02940	YALI1_C06106g
OG0002124	YGL172W	KMXK_0D02970	YALI1_C31989g
OG0002125	YGL173C	KMXK_0D02980	YALI1_C31971g
OG0002126	YGL174W	KMXK_0D02990	YALI1_C32706g
OG0002127	YGL175C	KMXK_0D03000	YALI1_C32737g
OG0002128	YDL043C	KMXK_0D03020	YALI1_D33978g
OG0002129	YGR165W	KMXK_0D03030	YALI1_A13566g
OG0002130	YJL014W	KMXK_0D03060	YALI1_D26114g
OG0002131	YGR188C	KMXK_0D03070	YALI1_B30066g
OG0002132	YJL012C	KMXK_0D03080	YALI1_C15359g
OG0002133	YJL011C	KMXK_0D03090	YALI1_D26142g
OG0002134	YLR170C	KMXK_0D03120	YALI1_D36137g
OG0002135	YLR172C	KMXK_0D03130	YALI1_F22908g
OG0002136	YLR173W	KMXK_0D03140	YALI1_C14273g
OG0002137	YLR251W	KMXK_0D03170	YALI1_C32823g
OG0002138	YLR253W	KMXK_0D03180	YALI1_B02642g
OG0002139	YGL159W	KMXK_0D03190	YALI1_C03272g
OG0002140	YGL160W	KMXK_0D03210	YALI1_F24332g
OG0002141	YKL069W	KMXK_0D03220	YALI1_F32534g
OG0002142	YMR049C	KMXK_0D03230	YALI1_E31351g
OG0002143	YMR048W	KMXK_0D03240	YALI1_E15211g
OG0002144	YMR041C	KMXK_0D03310	YALI1_F38466g
OG0002145	YMR039C	KMXK_0D03320	YALI1_E34205g
OG0002146	YKL064W	KMXK_0D03330	YALI1_B07134g
OG0002147	YMR038C	KMXK_0D03340	YALI1_F38526g
OG0002148	YMR036C	KMXK_0D03380	YALI1_C08600g
OG0002149	YMR035W	KMXK_0D03390	YALI1_B14658g
OG0002150	YOL098C	KMXK_0D03410	YALI1_D19134g
OG0002151	YPL006W	KMXK_0D03430	YALI1_C28716g
OG0002152	YPL007C	KMXK_0D03440	YALI1_E04229g
OG0002153	YPL008W	KMXK_0D03450	YALI1_C32633g
OG0002154	YPL014W	KMXK_0D03470	YALI1_E12103g
OG0002155	YPL013C	KMXK_0D03480	YALI1_E12067g
OG0002156	YPL012W	KMXK_0D03490	YALI1_E08828g
OG0002157	YPL011C	KMXK_0D03500	YALI1_F17706g
OG0002158	YPL010W	KMXK_0D03510	YALI1_F17709g
OG0002159	YPL009C	KMXK_0D03520	YALI1_F17756g
OG0002160	YCR077C	KMXK_0D03530	YALI1_E23348g
OG0002161	YCR075C	KMXK_0D03580	YALI1_C21664g
OG0002162	YIL047C	KMXK_0D03590	YALI1_F19500g
OG0002163	YER055C	KMXK_0D03600	YALI1_C06626g
OG0002164	YIL046W	KMXK_0D03610	YALI1_B13355g
OG0002165	YIL044C	KMXK_0D03640	YALI1_F19126g
OG0002166	YER052C	KMXK_0D03660	YALI1_D14532g
OG0002167	YIL043C	KMXK_0D03670	YALI1_D06380g
OG0002168	YER051W	KMXK_0D03680	YALI1_E35759g
OG0002169	YIL031W	KMXK_0D03690	YALI1_D26721g
OG0002170	YIL026C	KMXK_0D03740	YALI1_F25792g
OG0002171	YHR134W	KMXK_0D03770	YALI1_F36259g
OG0002172	YHR132C	KMXK_0D03800	YALI1_B17695g
OG0002173	YPL060W	KMXK_0D03840	YALI1_D24751g
OG0002174	YKL025C	KMXK_0D03870	YALI1_C19981g
OG0002175	YIR035C	KMXK_0D03880	YALI1_D02206g
OG0002176	YKL024C	KMXK_0D03890	YALI1_F12969g
OG0002177	YKL022C	KMXK_0D03910	YALI1_B20242g
OG0002178	YIR034C	KMXK_0D03920	YALI1_B20289g
OG0002179	YKL021C	KMXK_0D03930	YALI1_F17004g
OG0002180	YNL075W	KMXK_0D03990	YALI1_D30922g
OG0002181	YMR020W	KMXK_0D04010	YALI1_B30275g
OG0002182	YMR021C	KMXK_0D04020	YALI1_E37419g
OG0002183	YMR022W	KMXK_0D04030	YALI1_B27307g
OG0002184	YMR023C	KMXK_0D04070	YALI1_B24218g
OG0002185	YMR024W	KMXK_0D04080	YALI1_D22704g
OG0002186	YMR026C	KMXK_0D04100	YALI1_D35190g
OG0002187	YKL060C	KMXK_0D04110	YALI1_E30886g
OG0002188	YOL125W	KMXK_0D04120	YALI1_E32096g
OG0002189	YNL305C	KMXK_0D04140	YALI1_B07284g
OG0002190	YOL127W	KMXK_0D04150	YALI1_F32792g
OG0002191	YNL306W	KMXK_0D04160	YALI1_E17171g
OG0002192	YOL129W	KMXK_0D04180	YALI1_D26559g
OG0002193	YNL308C	KMXK_0D04190	YALI1_D00996g
OG0002194	YNL312W	KMXK_0D04200	YALI1_F05979g
OG0002195	YOL132W	KMXK_0D04210	YALI1_C08922g
OG0002196	YNL310C	KMXK_0D04230	YALI1_F05936g
OG0002197	YER074W-A	KMXK_0D04280	YALI1_B06726g
OG0002198	YIL070C	KMXK_0D04300	YALI1_A06434g
OG0002199	YER078C	KMXK_0D04330	YALI1_B26715g
OG0002200	YER079W	KMXK_0D04350	YALI1_F38869g
OG0002201	YER080W	KMXK_0D04360	YALI1_D21120g
OG0002202	YOR269W	KMXK_0D04400	YALI1_B01552g
OG0002203	YMR208W	KMXK_0D04420	YALI1_B21004g
OG0002204	YOR271C	KMXK_0D04430	YALI1_B21030g
OG0002205	YOR272W	KMXK_0D04440	YALI1_B16194g
OG0002206	YMR211W	KMXK_0D04470	YALI1_E12962g
OG0002207	YOR274W	KMXK_0D04480	YALI1_D22768g
OG0002208	YOR275C	KMXK_0D04490	YALI1_D25419g
OG0002209	YMR212C	KMXK_0D04500	YALI1_D25330g
OG0002210	YMR213W	KMXK_0D04510	YALI1_D25370g
OG0002211	YHR169W	KMXK_0D04520	YALI1_E03163g
OG0002212	YHR170W	KMXK_0D04540	YALI1_F11493g
OG0002213	YHR171W	KMXK_0D04550	YALI1_C28147g
OG0002214	YGR252W	KMXK_0D04560	YALI1_E03416g
OG0002215	YGR253C	KMXK_0D04570	YALI1_E03439g
OG0002216	YGL012W	KMXK_0D04580	YALI1_D24361g
OG0002217	YLR447C	KMXK_0D04620	YALI1_F21690g
OG0002218	YML071C	KMXK_0D04630	YALI1_F21698g
OG0002219	YML073C	KMXK_0D04650	YALI1_E32842g
OG0002220	YML076C	KMXK_0D04690	YALI1_E13579g
OG0002221	YML077W	KMXK_0D04700	YALI1_B13917g
OG0002222	YJR125C	KMXK_0D04710	YALI1_D16609g
OG0002223	YLR407W	KMXK_0D04720	YALI1_B15275g
OG0002224	YDL076C	KMXK_0D04730	YALI1_B15237g
OG0002225	YLR405W	KMXK_0D04750	YALI1_E30943g
OG0002226	YDL074C	KMXK_0D04760	YALI1_B12847g
OG0002227	YLR403W	KMXK_0D04800	YALI1_F15218g
OG0002228	YLR401C	KMXK_0D04810	YALI1_E30942g
OG0002229	YDL072C	KMXK_0D04820	YALI1_E30914g
OG0002230	YLR399C	KMXK_0D04830	YALI1_E24391g
OG0002231	YEL004W	KMXK_0D04850	YALI1_E28736g
OG0002232	YLR397C	KMXK_0D04880	YALI1_E08021g
OG0002233	YLR396C	KMXK_0D04890	YALI1_F06262g
OG0002234	YLR395C	KMXK_0D04910	YALI1_F06236g
OG0002235	YPR183W	KMXK_0D04940	YALI1_D08050g
OG0002236	YPR184W	KMXK_0D04950	YALI1_A20063g
OG0002237	YPR185W	KMXK_0D04960	YALI1_F04848g
OG0002238	YPR187W	KMXK_0D04980	YALI1_F07675g
OG0002239	YPR188C	KMXK_0D04990	YALI1_F17025g
OG0002240	YPR189W	KMXK_0D05000	YALI1_F00307g
OG0002241	YPR190C	KMXK_0D05010	YALI1_F12033g
OG0002242	YPR191W	KMXK_0D05020	YALI1_F12013g
OG0002243	YHR205W	KMXK_0D05030	YALI1_D17770g
OG0002244	YHR204W	KMXK_0D05040	YALI1_D16047g
OG0002245	YHR202W	KMXK_0D05060	YALI1_D16864g
OG0002246	YJR144W	KMXK_0D05080	YALI1_E07040g
OG0002247	YJR143C	KMXK_0D05090	YALI1_E07121g
OG0002248	YJR142W	KMXK_0D05100	YALI1_E15321g
OG0002249	YHR201C	KMXK_0D05110	YALI1_D14423g
OG0002250	YJR141W	KMXK_0D05120	YALI1_D14400g
OG0002251	YJR140C	KMXK_0D05130	YALI1_D14391g
OG0002252	YJR139C	KMXK_0D05140	YALI1_D01188g
OG0002253	YJR138W	KMXK_0D05150	YALI1_D01123g
OG0002254	YHR200W	KMXK_0D05160	YALI1_D04772g
OG0002255	YJR137C	KMXK_0D05180	YALI1_D14058g
OG0002256	YJR135W-A	KMXK_0D05220	YALI1_D14424g
OG0002257	YJR133W	KMXK_0D05260	YALI1_E19958g
OG0002258	YJR132W	KMXK_0D05280	YALI1_E19508g
OG0002259	YHR194W	KMXK_0D05300	YALI1_E01657g
OG0002260	YHR191C	KMXK_0D05330	YALI1_E05972g
OG0002261	YIR029W	KMXK_0D05370	YALI1_D22906g
OG0002262	YJR129C	KMXK_0D05380	YALI1_C07613g
OG0002263	YML080W	KMXK_0D05420	YALI1_B28017g
OG0002264	YDL077C	KMXK_0D05470	YALI1_B15310g
OG0002265	YLR409C	KMXK_0D05480	YALI1_B17908g
OG0002266	YLR410W	KMXK_0D05490	YALI1_B17927g
OG0002267	YKL181W	KMXK_0D05500	YALI1_B18012g
OG0002268	YKL182W	KMXK_0D05520	YALI1_B19844g
OG0002269	YKL183W	KMXK_0D05530	YALI1_E22859g
OG0002270	YKL185W	KMXK_0D05550	YALI1_E19757g
OG0002271	YLR414C	KMXK_0D05590	YALI1_B09993g
OG0002272	YKL188C	KMXK_0D05600	YALI1_D05320g
OG0002274	YLR417W	KMXK_0D05610	YALI1_D01317g
OG0002275	YKL189W	KMXK_0D05620	YALI1_D01345g
OG0002276	YPL206C	KMXK_0D05640	YALI1_F11605g
OG0002277	YGL065C	KMXK_0D05660	YALI1_E37764g
OG0002278	YPL209C	KMXK_0D05700	YALI1_E40782g
OG0002279	YGL064C	KMXK_0D05710	YALI1_E40754g
OG0002280	YPL210C	KMXK_0D05720	YALI1_E40718g
OG0002281	YPL211W	KMXK_0D05730	YALI1_E40691g
OG0002282	YPL212C	KMXK_0D05740	YALI1_C17932g
OG0002283	YGL130W	KMXK_0D05760	YALI1_E03535g
OG0002284	YGL131C	KMXK_0D05770	YALI1_E35888g
OG0002285	YPL213W	KMXK_0D05780	YALI1_E35934g
OG0002286	YPL214C	KMXK_0D05790	YALI1_C22186g
OG0002287	YPL215W	KMXK_0D05800	YALI1_C25367g
OG0002288	YPL217C	KMXK_0D05820	YALI1_C30181g
OG0002289	YPL218W	KMXK_0D05830	YALI1_C30130g
OG0002290	YGL136C	KMXK_0D05860	YALI1_E37895g
OG0002291	YGL137W	KMXK_0D05870	YALI1_C30119g
OG0002293	YPL222W	KMXK_0D05930	YALI1_F20426g
OG0002294	YDR457W	KMXK_0D05960	YALI1_B07983g
OG0002296	YML032C	KMXK_0D05970	YALI1_F03735g
OG0002297	YML031W	KMXK_0D05980	YALI1_F03722g
OG0002298	YDR456W	KMXK_0D05990	YALI1_F03529g
OG0002299	YDR454C	KMXK_0D06000	YALI1_C23511g
OG0002300	YML030W	KMXK_0D06010	YALI1_C23526g
OG0002301	YML028W	KMXK_0D06030	YALI1_B19932g
OG0002302	YDR452W	KMXK_0D06040	YALI1_B21194g
OG0002303	YML025C	KMXK_0D06070	YALI1_E24343g
OG0002304	YDR449C	KMXK_0D06080	YALI1_F19192g
OG0002305	YDR448W	KMXK_0D06090	YALI1_F19244g
OG0002306	YDR443C	KMXK_0D06150	YALI1_D11592g
OG0002307	YML022W	KMXK_0D06170	YALI1_D07451g
OG0002308	YDR440W	KMXK_0D06180	YALI1_E26872g
OG0002309	YML021C	KMXK_0D06190	YALI1_D05222g
OG0002310	YML020W	KMXK_0D06200	YALI1_D13816g
OG0002311	YML018C	KMXK_0D06230	YALI1_E26971g
OG0002312	YDR437W	KMXK_0D06260	YALI1_E21026g
OG0002313	YDR435C	KMXK_0D06280	YALI1_D16009g
OG0002314	YML015C	KMXK_0D06290	YALI1_E21147g
OG0002315	YDR434W	KMXK_0D06300	YALI1_D15937g
OG0002316	YML014W	KMXK_0D06310	YALI1_D15974g
OG0002317	YDR432W	KMXK_0D06330	YALI1_D07162g
OG0002318	YDR430C	KMXK_0D06340	YALI1_F28537g
OG0002319	YML012W	KMXK_0D06350	YALI1_E26205g
OG0002320	YML010W	KMXK_0D06370	YALI1_C16204g
OG0002321	YML009C	KMXK_0D06380	YALI1_C21634g
OG0002322	YDR429C	KMXK_0D06390	YALI1_E04613g
OG0002323	YDR427W	KMXK_0D06400	YALI1_E08545g
OG0002324	YDR424C	KMXK_0D06420	YALI1_D09964g
OG0002325	YGL211W	KMXK_0D06440	YALI1_D21565g
OG0002326	YER029C	KMXK_0D06490	YALI1_D17410g
OG0002327	YGL120C	KMXK_0D06520	YALI1_B20521g
OG0002328	YGL119W	KMXK_0D06530	YALI1_B20527g
OG0002329	YGR144W	KMXK_0D06580	YALI1_A09553g
OG0002330	YOR368W	KMXK_0E00140	YALI1_F09282g
OG0002331	YOR369C	KMXK_0E00150	YALI1_F09230g
OG0002332	YAL058W	KMXK_0E00200	YALI1_B17493g
OG0002333	YPL110C	KMXK_0E00280	YALI1_E38859g
OG0002335	YPL111W	KMXK_0E00300	YALI1_E08937g
OG0002336	YOR194C	KMXK_0E00320	YALI1_C14774g
OG0002337	YPL115C	KMXK_0E00350	YALI1_E09082g
OG0002338	YOR196C	KMXK_0E00360	YALI1_E13472g
OG0002339	YPL116W	KMXK_0E00390	YALI1_A21913g
OG0002340	YOR197W	KMXK_0E00400	YALI1_F06076g
OG0002341	YPL117C	KMXK_0E00420	YALI1_F06018g
OG0002342	YOR201C	KMXK_0E00430	YALI1_F35656g
OG0002343	YOR202W	KMXK_0E00440	YALI1_E40305g
OG0002344	YPL118W	KMXK_0E00450	YALI1_B19713g
OG0002345	YPL122C	KMXK_0E00480	YALI1_F37742g
OG0002346	YOR207C	KMXK_0E00490	YALI1_B21208g
OG0002347	YOR206W	KMXK_0E00510	YALI1_D14893g
OG0002348	YPL120W	KMXK_0E00530	YALI1_D14840g
OG0002349	YJL049W	KMXK_0E00610	YALI1_D12646g
OG0002350	YJL050W	KMXK_0E00630	YALI1_D15214g
OG0002351	YJL053W	KMXK_0E00660	YALI1_D30843g
OG0002352	YJL054W	KMXK_0E00670	YALI1_D32070g
OG0002353	YJL057C	KMXK_0E00700	YALI1_F34497g
OG0002354	YJL059W	KMXK_0E00720	YALI1_F37986g
OG0002355	YJL060W	KMXK_0E00750	YALI1_E34072g
OG0002356	YBR269C	KMXK_0E00760	YALI1_A02499g
OG0002357	YJL061W	KMXK_0E00770	YALI1_A02546g
OG0002358	YBR268W	KMXK_0E00780	YALI1_F24126g
OG0002359	YJL062W	KMXK_0E00790	YALI1_D34684g
OG0002360	YBR265W	KMXK_0E00810	YALI1_B22883g
OG0002361	YJL062W-A	KMXK_0E00820	YALI1_A05220g
OG0002362	YJL063C	KMXK_0E00840	YALI1_B22908g
OG0002363	YBR276C	KMXK_0E00860	YALI1_B05762g
OG0002364	YJL066C	KMXK_0E00880	YALI1_F03481g
OG0002365	YBR279W	KMXK_0E00900	YALI1_E25999g
OG0002366	YJL068C	KMXK_0E00910	YALI1_C28479g
OG0002367	YBR280C	KMXK_0E00920	YALI1_E15583g
OG0002368	YBR281C	KMXK_0E00930	YALI1_F09405g
OG0002369	YJL069C	KMXK_0E00940	YALI1_F39108g
