NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
KMXK0A02170	W0T823	KLMA_10622	9	12	13	5	3	5	14	13	14	10	7	8
KMXK0E02400	W0TDL5	KLMA_50237	32	37	26	17	15	15	23	31	22	24	22	28
KMXK0E02250	W0TBV4	KLMA_50221	1	3	3	0	0	0	3	5	4	3	2	2
KMXK0E02610	W0TBA6	KLMA_50258	3	1	3	0	0	0	3	0	3	5	2	5
KMXK0H00330	W0TE22	KLMA_70034	39	27	22	33	16	13	29	24	27	19	13	13
KMXK0A01770	W0T4F5	KLMA_10663	19	26	20	18	13	10	22	27	21	30	25	31
KMXK0D03520	W0TAE0	KLMA_40331	3	2	3	1	0	0	0	2	0	3	8	2
KMXK0B01820	W0T4T1	KLMA_20169	49	44	35	25	26	24	32	37	19	33	39	39
KMXK0D04950	W0TCG5	KLMA_40472	9	13	10	6	5	10	22	19	14	8	19	6
KMXK0H03610	W0TGL7	KLMA_70365	0	0	0	0	0	0	0	6	0	0	0	0
KMXK0G01000	W0TFJ4	KLMA_80091	0	0	0	0	0	0	0	0	0	3	1	2
KMXK0G02760	W0TIB4	KLMA_80265	0	0	0	0	0	0	0	0	0	1	4	1
KMXK0C01180	W0T715	KLMA_30112	0	0	0	0	0	0	0	0	0	2	2	2
KMXK0B02300			3	3	0	0	0	0	0	0	0	0	0	0
KMXK0B08160	W0T8X2	KLMA_20803	0	0	0	0	0	0	0	0	0	2	3	1
KMXK0A04130	W0T5E8	KLMA_10424	7	20	16	8	8	5	19	14	14	15	19	20
KMXK0D05720	W0TEN1	KLMA_40545	8	7	6	0	2	2	3	3	0	4	7	3
KMXK0G01360	W0THA5	KLMA_80127	8	6	3	0	2	0	0	4	0	1	5	2
KMXK0B04000	W0T9T5	KLMA_20386	3	1	2	0	0	0	3	0	0	3	4	4
KMXK0C05200	W0TAL0	KLMA_30526	2	6	5	1	0	0	5	4	4	8	0	6
KMXK0C01120	W0T9D1	KLMA_30106	5	12	9	3	4	3	13	15	4	12	11	11
KMXK0B00450	W0T6R0	KLMA_20033	4	4	5	1	0	0	2	4	3	5	5	5
KMXK0C07140	W0TB17	KLMA_30706	3	5	6	1	1	1	0	7	2	7	7	7
KMXK0B08020	W0T864	KLMA_20790	5	4	2	0	0	0	2	2	0	1	2	0
KMXK0D00590	W0T9I4	KLMA_40046	2	1	1	1	0	2	0	0	0	3	5	3
KMXK0D03280	W0TC25	KLMA_40307	0	5	2	0	0	1	0	2	0	3	6	4
KMXK0A01370	W0T4L8	KLMA_10703	2	1	0	0	0	0	2	3	0	2	5	4
KMXK0H01420	W0TG06	KLMA_70145	4	15	22	9	16	10	19	20	7	27	30	16
KMXK0B04820	W0TA08	KLMA_20471	1	1	0	0	0	0	2	2	2	3	5	2
KMXK0H01830	W0TGT5	KLMA_70183	0	0	0	0	0	0	0	0	1	5	0	2
KMXK0C04570	W0TCC0	KLMA_30459	5	19	10	6	7	4	15	16	7	5	3	7
KMXK0A02160	W0T4B1	KLMA_10623	4	3	6	4	5	3	3	6	8	12	12	11
KMXK0H04080	W0TGQ6	KLMA_70410	3	4	4	0	0	0	2	2	0	3	2	2
KMXK0A00600	W0T485	KLMA_10780	3	2	2	0	0	0	0	0	0	0	3	1
KMXK0C02060	W0TBM3	KLMA_30204	7	0	2	0	4	5	2	0	1	0	0	0
KMXK0D04150	W0T9W9	KLMA_40393	35	33	25	18	18	21	29	36	22	41	35	30
KMXK0A06380	W0T2P5	KLMA_10220	10	9	7	4	0	3	7	5	15	6	12	7
KMXK0C04620	W0TCC4	KLMA_30464	4	0	5	0	0	0	2	0	0	0	1	0
KMXK0E02190	W0TFJ8	KLMA_50215	20	12	18	9	8	9	8	3	9	10	9	7
KMXK0B02800	W0T6P0	KLMA_20265	15	15	11	5	8	8	10	16	12	14	28	13
KMXK0C04080	W0TA66	KLMA_30411	13	13	15	12	5	8	19	17	16	17	22	20
KMXK0A05460	W0T771	KLMA_10317	17	22	13	8	12	11	17	26	23	19	22	23
KMXK0F03370	W0TEN0	KLMA_60237	5	7	5	2	0	0	3	5	1	9	6	0
KMXK0C07020	W0T9A7	KLMA_30695	45	40	40	25	23	25	34	41	41	36	36	34
KMXK0H03430	W0TEX1	KLMA_70344	7	7	7	6	5	7	9	8	3	14	22	8
KMXK0C06390	W0T957	KLMA_30640	7	7	3	2	1	1	5	6	11	5	3	2
KMXK0A01620	W0T4J7	KLMA_10678	0	1	0	0	0	0	0	6	3	2	2	0
KMXK0E00290	W0TAK6	KLMA_50023	1	8	4	0	1	0	5	6	3	3	2	4
KMXK0H04260			3	1	3	0	0	0	1	2	0	3	5	2
KMXK0A07290	W0T2F2	KLMA_10125	6	4	0	0	0	0	0	4	3	1	0	2
KMXK0E02730	W0TFQ0	KLMA_50270	2	3	2	0	0	0	0	2	1	0	0	0
KMXK0D01730			0	0	3	0	1	0	0	3	0	4	5	4
KMXK0E05620	W0TCR7	KLMA_50566	5	2	2	0	0	0	0	3	0	0	0	1
KMXK0H02780	W0TEQ1	KLMA_70279	5	2	3	0	0	0	3	2	1	4	4	1
KMXK0B07150	W0T6A6	KLMA_20699	12	9	9	4	6	3	8	9	11	11	17	13
KMXK0B05110	W0T833	KLMA_20498	25	11	20	9	7	10	13	7	9	15	15	16
KMXK0F01830	W0TFT3	KLMA_60390	12	7	3	4	0	0	3	9	5	6	6	7
KMXK0F00330	W0TER4	KLMA_60534	1	1	0	0	0	0	0	0	0	3	4	0
KMXK0D05650	W0TA98	KLMA_40538	0	2	0	0	0	0	0	0	0	3	4	0
KMXK0B04370	W0T5J3	KLMA_20424	0	0	0	0	0	0	2	0	0	2	2	3
KMXK0A02510	W0T474	KLMA_10588	4	3	0	0	0	0	0	2	0	0	0	0
KMXK0F01510	W0TF60	KLMA_60417	5	1	1	0	0	0	1	0	1	0	0	0
KMXK0B02550	W0T6L2	KLMA_20240	0	2	0	0	0	0	4	0	3	0	0	0
KMXK0B07790	W0TAU9	KLMA_20766	1	1	0	0	0	0	2	4	1	0	0	0
KMXK0B02620	W0T9D3	KLMA_20246	9	6	6	2	4	1	4	3	7	0	3	1
KMXK0G00270	W0TG62	KLMA_80019	25	17	28	8	13	15	19	11	9	18	9	12
KMXK0A01050	W0T443	KLMA_10735	8	5	3	1	2	1	6	2	11	2	1	3
KMXK0C03610	W0T7Q9	KLMA_30367	6	11	9	5	1	3	9	10	5	12	13	8
KMXK0C00620	W0T8J2	KLMA_30058	2	0	4	0	0	0	0	0	0	0	5	0
KMXK0A03270	W0T5N8	KLMA_10514	31	22	18	11	16	8	18	23	25	24	19	23
KMXK0G03900	W0TIN9	KLMA_80385	7	9	8	2	0	3	7	5	1	9	6	5
KMXK0E03830	W0TBL2	KLMA_50378	1	2	3	0	0	0	0	4	7	3	3	0
KMXK0G00770	W0TFH3	KLMA_80066	4	9	12	7	9	5	19	14	16	9	7	8
KMXK0C03010	W0T9V6	KLMA_30306	2	5	1	0	0	0	4	4	2	2	3	3
KMXK0E02770	W0TD19	KLMA_50274	4	5	0	3	0	5	3	8	0	8	10	9
KMXK0C02660	W0T7G1	KLMA_30267	16	18	7	6	10	8	17	14	12	7	6	5
KMXK0B04900	W0T813	KLMA_20478	20	16	19	8	7	10	9	11	15	15	18	19
KMXK0B07570	W0T6Z2	KLMA_20742	56	60	44	40	36	46	55	53	64	62	66	59
KMXK0B02830	W0T7D4	KLMA_20268	46	52	35	35	36	35	34	49	33	50	57	58
KMXK0F00440	W0TI75	KLMA_60523	18	15	15	5	8	9	14	14	11	22	17	14
KMXK0D03030			3	3	2	0	0	0	0	2	1	3	4	2
KMXK0C01570	W0TBI3	KLMA_30154	5	8	6	0	1	3	8	5	7	5	1	4
KMXK0B04770	W0TA03	KLMA_20466	49	37	42	31	22	22	37	34	41	38	41	32
KMXK0E03190	W0TD47	KLMA_50314	0	0	0	1	0	0	3	3	2	1	0	0
KMXK0B03740	W0T5E2	KLMA_20359	3	5	0	1	0	0	3	4	6	1	1	1
KMXK0H02480	W0TGZ2	KLMA_70248	6	8	10	2	2	3	3	10	7	9	10	9
KMXK0C00180	W0T947	KLMA_30016	18	36	28	22	25	8	27	38	37	41	14	32
KMXK0F05440	W0TEW0	KLMA_60035	1	1	0	0	1	0	0	3	0	3	6	3
KMXK0C01080	W0T9C7	KLMA_30101	0	4	5	0	2	0	3	7	0	7	7	4
KMXK0A03850	W0T4T9	KLMA_10451	10	4	9	3	2	2	6	8	8	8	15	5
KMXK0B06000	W0T6L0	KLMA_20587	0	2	1	2	7	6	2	2	3	0	0	2
KMXK0C02950	W0TBW0	KLMA_30299	36	33	29	19	20	19	27	34	33	35	42	23
KMXK0D03920	W0T9U4	KLMA_40368	10	11	8	5	4	5	9	10	10	14	15	13
KMXK0D06070	W0TAD4	KLMA_40578	6	3	4	1	0	0	2	1	2	4	4	3
KMXK0F03610	W0TFA6	KLMA_60210	29	20	20	12	15	12	16	21	21	21	32	25
KMXK0A02660	W0T460	KLMA_10573	11	5	7	2	2	3	7	7	7	11	10	7
KMXK0E06260	W0TCY6	KLMA_50631	32	30	27	19	29	21	30	28	24	37	39	43
KMXK0A01580	W0T8A7	KLMA_10682	20	19	20	12	7	7	18	14	19	17	18	15
KMXK0C00770	W0T9A1	KLMA_30071	21	15	23	9	7	11	18	14	21	19	20	15
KMXK0G01880	W0TK04	KLMA_80178	21	16	13	8	6	5	15	11	8	14	10	10
KMXK0B07190	W0T8L8	KLMA_20703	0	0	2	0	0	0	0	1	1	3	4	2
KMXK0B01740	W0T943	KLMA_20161	13	10	8	5	2	2	6	6	8	10	11	6
KMXK0F03290	W0TFD6	KLMA_60245	2	0	2	0	2	2	3	0	0	6	5	5
KMXK0A02090	W0T3S4	KLMA_10630	5	3	2	0	0	0	2	3	2	1	2	2
KMXK0A02850	W0T440	KLMA_10553	2	2	3	0	0	0	3	3	4	2	2	2
KMXK0D03190	W0TAA7	KLMA_40296	5	0	5	0	0	0	0	0	6	2	3	2
KMXK0D03660	W0TC56	KLMA_40342	6	4	0	3	1	0	3	8	9	5	7	6
KMXK0F02050	W0TDD1	KLMA_60366	2	2	2	0	0	0	3	3	4	0	4	0
KMXK0A05330	W0T574	KLMA_10329	0	0	0	0	0	0	0	1	3	2	3	1
KMXK0F04580	W0TCQ4	KLMA_60116	6	0	0	0	0	0	0	0	4	0	0	0
KMXK0C06460	W0T8J4	KLMA_30647	1	2	1	0	0	0	0	0	0	3	3	0
KMXK0C03590	W0T8A2	KLMA_30365	20	29	37	37	38	29	44	52	45	52	20	44
KMXK0E03910	W0TCA4	KLMA_50386	4	4	4	3	0	0	3	0	1	6	6	4
KMXK0E00200	W0TAJ4	KLMA_50013	12	9	11	4	3	4	10	8	9	11	11	11
KMXK0A04060	W0T5F3	KLMA_10429	16	5	5	3	2	5	6	5	3	8	10	12
KMXK0A05230	W0T4J4	KLMA_10341	53	41	32	28	22	26	28	27	34	36	40	30
KMXK0A01630	W0T8A1	KLMA_10677	55	57	59	47	33	32	51	43	54	45	40	42
KMXK0C05750	W0T904	KLMA_30575	6	4	4	2	0	0	4	5	7	3	3	3
KMXK0D02440	W0T9Z4	KLMA_40221	7	6	4	2	0	0	6	5	1	2	4	3
KMXK0B03910	W0T9S8	KLMA_20376	14	5	5	2	3	0	3	3	10	5	7	6
KMXK0G02220	W0THH7	KLMA_80212	2	4	4	0	0	0	4	2	0	2	2	1
KMXK0D01260	W0T913	KLMA_40103	3	5	2	0	0	0	3	2	0	1	3	2
KMXK0F04730	W0TCP1	KLMA_60101	1	4	0	6	8	9	0	5	7	3	2	4
KMXK0A04000	W0T382	KLMA_10435	38	27	29	14	20	16	27	21	29	27	23	21
KMXK0B06560	W0T8F2	KLMA_20643	13	11	0	4	4	3	10	5	13	5	1	4
KMXK0A02550	W0T5W6	KLMA_10584	2	3	0	0	0	0	2	0	3	0	0	0
KMXK0D06270	W0TB15	KLMA_40596	0	0	0	0	0	0	0	0	0	3	2	0
KMXK0G02320	W0TGP0	KLMA_80224	0	0	0	0	0	0	0	0	0	3	2	0
KMXK0G03390	W0TG66	KLMA_80331	0	0	0	0	0	0	0	0	0	0	2	3
KMXK0F04320	W0TCS4	KLMA_60136	3	3	3	0	0	0	2	0	0	1	2	0
KMXK0H02610	W0TIY0	KLMA_70261	7	4	3	0	1	0	1	3	3	3	3	3
KMXK0G00230	W0THQ0	KLMA_80015	3	3	2	0	0	0	2	2	0	1	0	0
KMXK0C00940	W0T8L9	KLMA_30088	3	1	2	1	0	0	2	2	3	5	5	4
KMXK0D01630	W0TAU8	KLMA_40139	2	3	2	0	0	0	1	3	2	0	1	0
KMXK0A00410	W0T8L6	KLMA_10802	0	0	0	2	2	2	0	0	0	0	1	0
KMXK0A02350	W0T5Y9	KLMA_10604	0	0	0	2	1	3	1	0	0	0	0	0
KMXK0F04900	W0TCM8	KLMA_60086	2	11	8	0	6	0	5	9	3	7	9	9
KMXK0C01210			56	60	55	39	41	33	45	53	46	46	57	58
KMXK0E03890	W0TDA2	KLMA_50384	31	21	23	20	17	12	29	24	29	21	11	18
KMXK0A03880	W0T3U4	KLMA_10448	0	1	2	0	0	0	2	3	3	1	0	0
KMXK0A05310	W0T4I6	KLMA_10331	8	11	10	4	3	2	9	10	9	13	3	5
KMXK0D01740	W0TDH6	KLMA_40150	5	5	8	0	4	0	6	5	4	5	7	8
KMXK0D03480	W0TC43	KLMA_40327	4	3	1	0	0	0	3	4	0	3	3	2
KMXK0C07190	W0T8Q2	KLMA_30712	11	29	14	8	10	14	24	17	23	30	15	17
KMXK0B05550	W0T7G9	KLMA_20540	5	3	7	0	2	0	6	4	4	6	4	2
KMXK0C02940	W0T958	KLMA_30298	2	2	3	0	0	0	1	4	4	5	0	1
KMXK0G01480	W0TGG7	KLMA_80139	47	32	33	21	29	18	31	34	26	34	40	34
KMXK0A08240	W0T257	KLMA_10025	2	2	1	0	0	0	4	0	5	2	1	4
KMXK0E00750	W0TD28	KLMA_50067	1	1	2	1	1	0	3	4	5	6	4	3
KMXK0F00460	W0TDW9	KLMA_60521	6	0	0	0	0	0	0	0	2	0	0	0
KMXK0F01450	W0THV6	KLMA_60423	0	2	0	0	0	0	0	2	4	0	0	0
KMXK0F02070	W0TE61	KLMA_60364	0	0	0	0	0	0	1	1	0	1	4	1
KMXK0B01790	W0T6D1	KLMA_20165	19	25	13	12	16	15	22	22	15	10	7	12
KMXK0D03530	W0TC46	KLMA_40332	12	4	6	1	4	3	9	6	0	10	11	7
KMXK0F04990	W0TCM0	KLMA_60076	1	0	2	0	0	0	1	1	1	3	3	3
KMXK0A02320	W0T807	KLMA_10607	4	4	7	2	0	0	4	2	4	1	2	2
KMXK0B04910	W0T5P8	KLMA_20479	11	0	10	8	5	8	8	10	0	15	17	10
KMXK0E05560	W0TDR9	KLMA_50559	20	37	19	13	16	19	30	24	29	35	23	27
KMXK0C03810	W0TC41	KLMA_30384	22	16	15	6	11	11	21	14	13	21	21	18
KMXK0E00950	W0TBD0	KLMA_50086	7	0	2	0	0	0	0	1	2	2	1	2
KMXK0A07230	W0T3Y1	KLMA_10131	2	2	0	0	2	1	2	4	0	4	7	5
KMXK0B01610	W0T712	KLMA_20148	15	6	8	4	2	3	8	8	10	8	11	6
KMXK0E04270	W0TCD9	KLMA_50426	2	6	4	1	0	1	3	4	9	5	3	2
KMXK0A01110	W0T6E5	KLMA_10729	1	3	3	0	0	0	2	5	1	0	1	2
KMXK0D02190	W0T9W1	KLMA_40191	23	23	22	15	9	11	17	22	20	15	14	15
KMXK0A02110	W0T4B5	KLMA_10628	0	4	0	0	0	1	4	4	4	2	1	0
KMXK0G02490	W0TK60	KLMA_80238	7	4	0	0	1	2	3	4	2	0	0	1
KMXK0D04670	W0TEE1	KLMA_40445	4	9	6	2	1	1	10	4	2	6	8	4
KMXK0A03290	W0T7Q5	KLMA_10512	2	0	1	0	0	0	2	2	0	2	5	2
KMXK0F02820	W0TES6	KLMA_60292	3	4	0	3	6	1	7	6	5	1	0	2
KMXK0E04960	W0TEA1	KLMA_50492	2	7	4	1	2	2	3	3	3	6	9	7
KMXK0C01300	W0T730	KLMA_30127	5	5	6	3	0	0	5	5	3	7	5	5
KMXK0C04870	W0T8P4	KLMA_30490	4	2	0	0	0	0	0	2	3	4	2	3
KMXK0H00530	W0TIE6	KLMA_70056	33	19	32	16	19	13	32	25	21	24	30	28
KMXK0E04610	W0TDH2	KLMA_50459	4	4	4	0	1	1	1	4	2	7	4	4
KMXK0A01000	W0T6F3	KLMA_10739	2	4	1	0	0	0	3	1	1	1	0	0
KMXK0B06140	W0TAC8	KLMA_20601	2	1	4	0	0	0	0	1	0	0	1	0
KMXK0G01740	W0TI35	KLMA_80165	7	16	6	4	3	4	12	9	9	6	3	8
KMXK0F04860	W0TF09	KLMA_60090	13	8	5	5	5	3	2	4	3	8	9	8
KMXK0E00880	W0TCG8	KLMA_50079	3	0	1	4	3	2	1	2	2	0	0	0
KMXK0B03920	W0T620	KLMA_20377	1	3	1	0	0	0	3	1	5	0	4	0
KMXK0A04700	W0T7E2	KLMA_10392	3	0	1	0	0	0	0	0	0	3	0	2
KMXK0E03240	W0TD51	KLMA_50319	1	4	0	0	0	0	1	1	2	0	0	0
KMXK0B07240	W0T8M4	KLMA_20708	30	36	33	17	21	21	28	34	34	29	35	24
KMXK0D00690	W0TD84	KLMA_40055	29	32	25	21	13	14	24	26	30	21	31	22
KMXK0B04740	W0T7Z9	KLMA_20463	2	3	0	0	0	0	3	0	2	3	3	3
KMXK0D04170	W0TE95	KLMA_40395	2	3	3	0	0	0	2	2	0	0	4	3
KMXK0F03420	W0TEM6	KLMA_60232	3	2	1	0	0	0	2	3	1	0	1	0
KMXK0E03500			6	1	2	0	1	1	3	2	4	1	0	0
KMXK0F04460	W0TF38	KLMA_60125	2	3	1	0	0	0	0	0	3	2	4	2
KMXK0A01570	W0T4K1	KLMA_10683	11	40	27	41	32	19	37	49	39	42	27	38
KMXK0C04850	W0T9Q5	KLMA_30488	7	9	10	3	1	4	7	6	7	7	12	6
KMXK0G00660	W0TH38	KLMA_80057	6	7	3	1	2	0	4	6	6	3	4	5
KMXK0B08220			14	14	13	7	5	4	12	11	8	9	14	11
KMXK0E03020	W0TDS0	KLMA_50297	17	14	20	9	6	7	8	13	13	11	14	10
KMXK0A07170	W0T6N9	KLMA_10137	5	0	3	0	0	0	1	2	3	2	4	0
KMXK0F01010	W0TFA2	KLMA_60462	5	7	2	4	4	0	6	11	6	3	0	4
KMXK0A01790	W0T5E1	KLMA_10661	1	4	2	0	2	0	1	3	0	6	5	3
KMXK0E05350	W0TCN5	KLMA_50531	0	2	4	0	0	0	4	3	0	0	1	1
KMXK0H03080	W0TH59	KLMA_70308	2	3	2	0	2	0	0	0	0	3	0	3
KMXK0E03440	W0TFW5	KLMA_50340	6	7	2	1	0	1	3	3	2	2	3	1
KMXK0B01210	W0T4N2	KLMA_20109	14	11	14	8	3	4	6	14	12	7	13	6
KMXK0A07200	W0T4K7	KLMA_10134	4	5	2	1	0	0	2	3	5	3	4	3
KMXK0D01680	W0TAV3	KLMA_40144	6	3	2	0	1	0	1	2	1	3	4	2
KMXK0F00160	W0TI98	KLMA_60553	2	0	1	0	4	1	2	7	3	5	6	4
KMXK0C01390	W0T8R6	KLMA_30138	0	2	4	0	0	0	4	1	3	2	2	0
KMXK0C04800	W0T9Q0	KLMA_30483	0	2	0	0	0	0	0	1	0	2	3	2
KMXK0A03530	W0T7M8	KLMA_10487	2	0	0	0	0	0	3	2	2	0	1	0
KMXK0E01570	W0TBP5	KLMA_50151	1	3	3	0	0	0	2	0	0	0	0	1
KMXK0B03360	W0T6U3	KLMA_20320	16	15	7	8	5	5	13	13	16	8	12	8
KMXK0D01310	W0TAR9	KLMA_40109	0	1	1	0	0	1	0	1	0	5	3	1
KMXK0F01110	W0TF96	KLMA_60452	7	7	9	1	4	4	9	8	3	7	13	9
KMXK0E01300	W0TD73	KLMA_50122	3	2	1	0	0	0	2	3	2	2	3	2
KMXK0B00760	W0T6T4	KLMA_20063	3	3	2	0	0	0	0	3	0	0	2	3
KMXK0F04060	W0TEG3	KLMA_60162	0	0	0	2	3	0	0	0	0	1	1	1
KMXK0A06140	W0T4Z7	KLMA_10244	5	0	0	0	0	0	0	2	1	0	0	0
KMXK0D05760	W0TC17	KLMA_40549	0	0	0	0	0	0	2	3	0	1	1	1
KMXK0F03320	W0TEN4	KLMA_60242	1	0	2	0	0	0	0	0	0	1	2	2
KMXK0G02880	W0THN8	KLMA_80277	1	2	2	0	0	0	0	0	0	1	1	1
KMXK0F01640	W0THU3	KLMA_60408	0	2	1	0	0	0	0	0	0	1	3	1
KMXK0A04970	W0T4L6	KLMA_10366	1	2	2	0	0	0	0	0	0	0	2	1
KMXK0D06170	W0TCS1	KLMA_40587	2	3	2	0	0	1	4	4	3	3	0	0
KMXK0E05630	W0TEI1	KLMA_50567	10	5	10	6	2	6	7	9	9	12	13	13
KMXK0D04000	W0TAH3	KLMA_40376	1	2	2	2	0	0	3	1	1	6	5	3
KMXK0C07310	W0TD37	KLMA_30724	26	29	22	9	19	13	24	19	18	16	19	20
KMXK0B03710	W0T9R4	KLMA_20356	40	57	37	26	28	35	43	41	39	44	45	42
KMXK0C06700	W0TAZ1	KLMA_30671	7	19	18	3	13	6	11	14	16	7	8	10
KMXK0A00450	W0T8L0	KLMA_10797	0	2	1	0	2	1	0	0	0	2	4	2
KMXK0C05730	W0TA18	KLMA_30573	4	5	10	5	4	4	12	7	5	15	16	4
KMXK0G03840	W0TIN4	KLMA_80380	6	7	7	6	2	3	11	10	11	8	9	8
KMXK0A02670	W0T7W9	KLMA_10572	11	6	7	1	4	3	8	7	10	8	12	1
KMXK0F03100	W0TFF4	KLMA_60265	3	2	3	0	0	0	0	2	3	0	4	0
KMXK0H01750	W0TF86	KLMA_70177	0	0	1	0	0	0	0	0	0	2	1	2
KMXK0F00430	W0TEQ5	KLMA_60524	0	0	0	0	0	0	1	0	0	2	2	1
KMXK0B07610	W0T6Z9	KLMA_20747	0	0	1	0	0	0	0	0	5	0	0	0
KMXK0B01490	W0T699	KLMA_20135	0	0	0	0	0	0	2	2	1	0	1	0
KMXK0B03960	W0T624	KLMA_20382	3	1	1	0	0	0	0	0	0	1	0	0
KMXK0E04540	W0TBT6	KLMA_50453	1	0	0	0	0	0	0	0	0	0	2	3
KMXK0G00790	W0TJR0	KLMA_80068	1	0	0	0	0	0	2	1	2	0	0	0
KMXK0D06020	W0TAD0	KLMA_40573	0	0	0	0	0	0	0	1	0	2	1	2
KMXK0C07260	W0TD31	KLMA_30719	1	0	0	0	3	2	0	0	0	0	0	0
KMXK0D02570	W0TB30	KLMA_40234	10	8	11	2	8	5	11	9	6	11	15	13
KMXK0E04850	W0TCI4	KLMA_50481	8	8	9	1	6	2	12	9	6	8	9	6
KMXK0C00760	W0T7J3	KLMA_30070	4	10	1	2	3	1	7	11	4	8	4	8
KMXK0C00510	W0T8I3	KLMA_30048	17	18	16	14	8	9	18	20	15	22	23	17
KMXK0D03060	W0T9M6	KLMA_40283	11	7	4	2	4	4	6	8	3	14	10	6
KMXK0C02440	W0T906	KLMA_30243	2	8	13	3	3	1	4	5	6	10	3	9
KMXK0D03050	W0TC04	KLMA_40282	1	1	2	0	2	2	1	2	0	5	5	4
KMXK0A01980	W0T5C4	KLMA_10641	4	3	0	0	0	0	2	0	0	2	3	0
KMXK0B02820	W0T5M6	KLMA_20267	0	2	3	0	0	0	0	2	0	2	4	1
KMXK0E04900	W0TCI9	KLMA_50486	0	0	2	0	0	0	0	0	0	3	2	0
KMXK0F02290	W0THM5	KLMA_60343	2	0	0	0	0	0	0	0	0	0	3	2
KMXK0F05700	W0TCG2	KLMA_60011	3	2	0	2	0	0	0	0	0	0	0	0
KMXK0C04470	W0TCB1	KLMA_30449	1	3	0	0	1	0	2	2	5	0	0	1
KMXK0F01650	W0TF50	KLMA_60407	4	0	2	0	0	0	2	3	2	0	3	0
KMXK0G03990	W0TIQ0	KLMA_80395	14	18	14	6	10	6	11	15	15	14	19	12
KMXK0A03160	W0T5Q1	KLMA_10524	31	23	16	13	18	13	26	21	27	21	32	23
KMXK0F01330	W0TED0	KLMA_60429	6	5	4	1	0	2	7	6	2	2	4	4
KMXK0C01460	W0T7Q3	KLMA_30145	8	4	3	2	0	1	6	2	4	7	5	3
KMXK0F03950			15	13	12	5	6	8	16	18	8	12	15	10
KMXK0C00690	W0T7I8	KLMA_30065	12	12	6	6	6	4	9	14	16	11	15	8
KMXK0D02750	W0TA30	KLMA_40251	6	3	5	2	0	0	4	3	3	4	5	2
KMXK0B02700	W0T513	KLMA_20254	8	3	6	0	3	0	4	2	4	4	3	3
KMXK0B06100	W0T8A8	KLMA_20598	20	11	13	4	7	9	11	14	14	14	13	13
KMXK0G03740	W0TH20	KLMA_80369	16	17	13	8	7	7	15	14	16	19	13	7
KMXK0B01620	W0T4R4	KLMA_20149	3	1	1	0	0	1	0	0	2	4	3	3
KMXK0D04410	W0TCC2	KLMA_40417	7	9	10	3	3	3	7	10	8	8	10	5
KMXK0F01210	W0TF85	KLMA_60442	20	20	22	12	13	14	18	15	20	25	26	21
KMXK0G01930	W0THF4	KLMA_80182	1	3	2	0	0	0	3	3	0	0	0	2
KMXK0A03440	W0T7N8	KLMA_10497	3	2	2	0	0	0	2	3	0	0	4	2
KMXK0F00630	W0TDV4	KLMA_60501	8	6	2	3	0	0	5	6	2	4	4	4
KMXK0B07760	W0T714	KLMA_20762	10	9	0	0	0	5	4	0	8	7	5	6
KMXK0G01680	W0TGI5	KLMA_80159	15	15	7	2	9	4	10	14	8	8	11	10
KMXK0C06080	W0TA48	KLMA_30608	0	1	1	0	3	4	1	1	2	0	0	0
KMXK0D05940			5	2	0	0	2	0	0	0	0	0	4	0
KMXK0D03870	W0T9T9	KLMA_40363	0	0	1	0	1	0	0	0	0	1	4	1
KMXK0F02550	W0TEV0	KLMA_60317	37	41	34	25	26	28	30	40	28	41	47	34
KMXK0F03330	W0TD21	KLMA_60241	0	4	2	0	0	0	2	4	0	2	4	0
KMXK0A04850	W0T5B2	KLMA_10379	2	3	1	0	0	0	3	1	2	2	3	1
KMXK0G02080	W0TK22	KLMA_80198	4	4	6	1	3	0	5	2	7	3	1	1
KMXK0G02750	W0TGR7	KLMA_80264	6	5	6	2	1	1	5	5	1	3	9	4
KMXK0B04800	W0T5P0	KLMA_20469	0	3	4	3	2	3	2	0	1	4	6	6
KMXK0C02030	W0T9L5	KLMA_30201	5	3	7	0	0	3	2	6	2	6	4	4
KMXK0H03310	W0TGI1	KLMA_70330	3	2	2	0	0	0	2	2	1	2	1	2
KMXK0H01990	W0TGU8	KLMA_70198	3	2	0	0	0	0	0	4	1	3	2	2
KMXK0B03600	W0T6Z3	KLMA_20345	0	0	0	0	0	3	0	0	2	2	4	1
KMXK0H03260	W0TGH5	KLMA_70325	0	0	0	0	1	1	2	3	2	1	1	1
KMXK0C00170	W0T7E3	KLMA_30015	3	0	0	0	0	0	2	5	0	2	0	0
KMXK0D04080	W0TE85	KLMA_40385	12	8	4	5	1	2	5	2	4	6	7	5
KMXK0E00340	W0TAL2	KLMA_50028	3	5	2	5	3	4	4	6	4	9	9	9
KMXK0C03710	W0TA31	KLMA_30376	6	3	4	0	2	0	2	3	2	4	4	3
KMXK0A07760	W0T3S5	KLMA_10076	1	4	1	1	1	0	1	1	0	3	4	4
KMXK0D06000	W0TAZ8	KLMA_40571	14	14	9	8	5	12	10	6	14	9	2	4
